date,flow_{t+1},CER-CNN
1985-08-31,980.0627240143368,1305.2246
1985-09-30,2449.845679012345,2194.7544
1985-10-31,1170.1015531660694,1259.1564
1985-11-30,508.87345679012344,523.1319
1985-12-31,270.98267622461174,264.82623
1986-01-31,205.01045400238948,178.79329
1986-02-28,192.00562169312167,164.50679
1986-03-31,238.98596176821985,247.95828
1986-04-30,356.983024691358,434.335
1986-05-31,829.9731182795699,900.3135
1986-06-30,1109.9537037037037,1248.739
1986-07-31,1680.1075268817203,1633.1791
1986-08-31,719.8327359617682,774.68115
1986-09-30,1060.1851851851852,972.47614
1986-10-31,369.99701314217435,715.8187
1986-11-30,311.50327932098764,380.40427
1986-12-31,184.44941009557945,223.78795
1987-01-31,122.40882616487457,173.85785
1987-02-28,344.99007936507934,178.73708
1987-03-31,627.9868578255675,234.14032
1987-04-30,373.9969135802469,330.43066
1987-05-31,433.09438470728793,621.62305
1987-06-30,587.5771604938271,1191.5238
1987-07-31,816.1589008363202,1514.0162
1987-08-31,619.0262843488649,851.92236
1987-09-30,318.016975308642,704.92694
1987-10-31,244.99701314217444,694.40674
1987-11-30,233.9891975308642,387.54224
1987-12-31,417.0400238948626,234.13467
1988-01-31,332.997311827957,194.48595
1988-02-29,429.83716475095787,204.993
1988-03-31,502.9121863799283,251.47633
1988-04-30,348.9969135802469,359.91437
1988-05-31,443.17502986857824,767.5308
1988-06-30,834.104938271605,1140.0999
1988-07-31,701.9115890083632,1097.9708
1988-08-31,1780.1672640382317,974.4467
1988-09-30,616.8981481481482,653.2755
1988-10-31,620.1463560334528,1016.39496
1988-11-30,567.1296296296297,655.9379
1988-12-31,536.1409796893668,263.715
1989-01-31,666.0692951015532,178.75871
1989-02-28,467.09656084656086,174.54878
1989-03-31,477.1505376344086,273.3827
1989-04-30,451.00308641975306,429.94455
1989-05-31,672.0430107526881,897.3078
1989-06-30,711.033950617284,2213.3804
1989-07-31,918.8321385902032,2364.3657
1989-08-31,710.8721624850657,1483.1198
1989-09-30,1706.4043209876545,2096.374
1989-10-31,760.1553166069295,1185.0048
1989-11-30,528.9351851851852,390.18872
1989-12-31,452.8823178016726,162.73279
1990-01-31,635.0806451612904,137.59396
1990-02-28,660.135582010582,107.43652
1990-03-31,679.8835125448029,228.27681
1990-04-30,662.8086419753087,763.04474
1990-05-31,1040.1732377538829,874.398
1990-06-30,900.8487654320988,978.67944
1990-07-31,710.1254480286739,1359.0383
1990-08-31,618.279569892473,954.54736
1990-09-30,638.8888888888888,1141.4348
1990-10-31,586.1708482676224,938.5
1990-11-30,520.0617283950618,512.2718
1990-12-31,617.1594982078853,283.58588
1991-01-31,604.0919952210274,188.47887
1991-02-28,574.156746031746,182.75471
1991-03-31,614.1726403823178,248.23886
1991-04-30,518.1327160493827,317.9105
1991-05-31,582.0639187574671,591.004
1991-06-30,724.1512345679013,719.5457
1991-07-31,823.9994026284348,1002.9374
1991-08-31,869.9223416965351,1091.8574
1991-09-30,579.0895061728395,907.80865
1991-10-31,552.942054958184,950.58435
1991-11-30,731.0956790123457,556.4017
1991-12-31,341.9952210274791,294.29977
1992-01-31,678.0167264038232,190.4463
1992-02-29,399.90421455938696,184.56432
1992-03-31,359.9910394265233,228.31786
1992-04-30,400.07716049382714,338.13
1992-05-31,548.8351254480286,701.0696
1992-06-30,710.6481481481483,969.7177
1992-07-31,616.0394265232975,2017.9663
1992-08-31,582.0639187574671,1369.8783
1992-09-30,368.9814814814815,1205.6816
1992-10-31,241.0020908004779,1079.1166
1992-11-30,542.824074074074,492.66562
1992-12-31,691.8309438470728,242.0103
1993-01-31,551.0752688172043,183.65834
1993-02-28,644.0145502645503,180.72307
1993-03-31,508.1391875746714,249.36185
1993-04-30,506.94444444444446,416.86847
1993-05-31,598.1182795698925,721.18744
1993-06-30,734.9537037037037,1117.2998
1993-07-31,686.9772998805256,1637.5228
1993-08-31,745.9677419354839,1705.7645
1993-09-30,804.0123456790124,1083.28
1993-10-31,611.9324970131422,821.24146
1993-11-30,592.9783950617284,493.65234
1993-12-31,595.1314217443249,254.09717
1994-01-31,651.1350059737157,198.01767
1994-02-28,689.0707671957673,214.54567
1994-03-31,729.9133811230586,268.86588
1994-04-30,643.9043209876544,554.3451
1994-05-31,894.937275985663,1030.3679
1994-06-30,724.9228395061729,1396.7279
1994-07-31,583.9307048984468,1524.8079
1994-08-31,734.0203106332139,1176.8961
1994-09-30,663.966049382716,1263.1412
1994-10-31,632.0937873357228,876.6698
1994-11-30,599.9228395061729,395.37057
1994-12-31,703.0316606929509,222.6951
1995-01-31,704.8984468339307,157.64343
1995-02-28,689.8974867724869,152.89957
1995-03-31,636.9474313022699,286.97556
1995-04-30,430.1697530864198,508.0223
1995-05-31,589.15770609319,959.4416
1995-06-30,750.0000000000001,1066.232
1995-07-31,716.0991636798088,1022.3104
1995-08-31,533.9008363201912,1535.3903
1995-09-30,609.9537037037037,1398.1458
1995-10-31,655.9886499402628,650.82446
1995-11-30,621.9135802469136,355.56586
1995-12-31,344.0113500597371,215.24507
1996-01-31,464.8297491039426,156.10872
1996-02-29,502.0753512132823,161.16698
1996-03-31,455.86917562724017,304.38358
1996-04-30,330.0154320987654,546.94727
1996-05-31,529.0471923536439,797.11835
1996-06-30,520.8333333333334,1140.4741
1996-07-31,666.0692951015532,1241.0404
1996-08-31,661.9623655913979,1406.7515
1996-09-30,582.175925925926,1005.9975
1996-10-31,378.9575866188769,690.07086
1996-11-30,461.033950617284,377.3441
1996-12-31,486.857825567503,215.89366
1997-01-31,406.9593787335723,148.86581
1997-02-28,391.98908730158723,143.72394
1997-03-31,275.01493428912784,300.3007
1997-04-30,339.0046296296297,436.74835
1997-05-31,455.12246117084834,872.0774
1997-06-30,667.0524691358024,1003.31134
1997-07-31,527.9271206690562,1432.5446
1997-08-31,293.98148148148147,968.4117
1997-09-30,474.92283950617286,702.576
1997-10-31,620.1463560334528,589.632
1997-11-30,532.0216049382716,387.1967
1997-12-31,424.1338112305855,228.95781
1998-01-31,387.9181600955794,179.72153
1998-02-28,342.01388888888886,185.23607
1998-03-31,331.989247311828,287.95737
1998-04-30,291.0108024691358,474.39612
1998-05-31,363.01523297491036,671.85297
1998-06-30,582.9475308641976,911.7908
1998-07-31,390.905017921147,1288.7858
1998-08-31,417.0400238948626,1182.9291
1998-09-30,481.86728395061726,1673.451
1998-10-31,529.0471923536439,1101.6958
1998-11-30,498.070987654321,526.2838
1998-12-31,501.04540023894856,255.6914
1999-01-31,492.4193548387097,197.22173
1999-02-28,536.9642857142857,198.39578
1999-03-31,557.9032258064516,266.84705
1999-04-30,556.7333333333333,432.45352
1999-05-31,532.0967741935484,653.67316
1999-06-30,629.7666666666667,1534.2025
1999-07-31,574.7096774193549,2374.1052
1999-08-31,535.1612903225806,1493.569
1999-09-30,616.1666666666666,850.57227
1999-10-31,563.5483870967741,791.1001
1999-11-30,571.0333333333333,536.85095
1999-12-31,579.6129032258065,261.78873
2000-01-31,620.5483870967743,217.78299
2000-02-29,571.5862068965517,200.14659
2000-03-31,515.0,260.00278
2000-04-30,650.8,431.32062
2000-05-31,622.2903225806451,558.9795
2000-06-30,532.7333333333333,1143.6243
2000-07-31,587.0645161290323,1150.4238
2000-08-31,576.0967741935484,931.16315
2000-09-30,443.5,1287.0424
2000-10-31,552.4193548387096,804.98285
2000-11-30,586.0666666666667,473.6599
2000-12-31,490.03225806451616,268.5824
2001-01-31,401.4516129032258,202.42058
2001-02-28,454.3928571428572,200.50963
2001-03-31,414.3548387096774,249.62015
2001-04-30,404.8333333333333,442.1035
2001-05-31,537.4516129032259,680.72217
2001-06-30,543.7666666666667,991.12604
2001-07-31,549.1290322580645,1018.58203
2001-08-31,578.483870967742,715.85406
2001-09-30,449.23333333333335,802.8176
2001-10-31,385.61290322580646,973.8722
2001-11-30,620.5333333333333,486.7311
2001-12-31,583.0,270.7108
2002-01-31,357.9677419354839,191.59663
2002-02-28,323.07142857142856,183.3722
2002-03-31,424.5161290322581,249.01163
2002-04-30,465.49999999999994,381.2962
2002-05-31,489.741935483871,537.23724
2002-06-30,366.33333333333326,907.9892
2002-07-31,468.58064516129025,1045.3036
2002-08-31,521.3548387096774,661.54944
2002-09-30,496.1666666666667,653.8641
2002-10-31,720.0967741935483,595.57306
2002-11-30,608.1333333333333,360.6195
2002-12-31,461.6774193548388,213.99603
2003-01-31,318.4258064516129,165.62468
2003-02-28,184.1107142857143,173.94069
2003-03-31,214.9032258064516,241.10768
2003-04-30,362.6333333333334,291.5101
2003-05-31,358.03225806451616,582.48096
2003-06-30,392.8,719.7418
2003-07-31,433.5161290322581,919.8767
2003-08-31,288.51612903225805,1335.432
2003-09-30,360.9333333333332,1505.6483
2003-10-31,371.8387096774193,1333.0216
2003-11-30,456.73333333333335,624.1526
2003-12-31,381.0645161290322,290.36536
2004-01-31,404.7096774193548,199.96965
2004-02-29,466.96551724137936,190.10432
2004-03-31,484.8709677419355,242.6162
2004-04-30,437.00000000000006,300.185
2004-05-31,451.74193548387103,426.00275
2004-06-30,546.8,866.52936
2004-07-31,455.8064516129032,1164.6407
2004-08-31,429.741935483871,893.7876
2004-09-30,397.6333333333333,1097.361
2004-10-31,476.7096774193548,1200.1721
2004-11-30,468.3666666666667,517.7075
2004-12-31,469.9032258064516,258.71893
2005-01-31,487.7741935483871,195.88309
2005-02-28,360.2857142857142,188.94344
2005-03-31,446.48387096774195,245.58458
2005-04-30,486.3333333333333,328.68787
2005-05-31,510.51612903225805,776.7225
2005-06-30,492.06666666666666,1044.9271
2005-07-31,505.5806451612903,2211.4587
2005-08-31,490.5161290322581,1510.2931
2005-09-30,517.4,1217.7667
2005-10-31,699.9032258064516,1555.025
2005-11-30,542.0,596.6688
2005-12-31,509.1290322580645,273.29028
2006-01-31,413.96774193548384,217.18987
2006-02-28,425.3928571428572,238.89796
2006-03-31,656.483870967742,292.5729
2006-04-30,881.7666666666667,499.22177
2006-05-31,901.1612903225807,692.2379
2006-06-30,738.6333333333333,1049.3036
2006-07-31,832.7096774193549,1506.4711
2006-08-31,588.2258064516129,959.2019
2006-09-30,454.03333333333336,948.5695
2006-10-31,482.0967741935484,743.1178
2006-11-30,487.6333333333333,409.5227
2006-12-31,470.87096774193543,242.53027
2007-01-31,479.99999999999994,182.59572
2007-02-28,496.49999999999994,166.93506
2007-03-31,518.9354838709677,226.6449
2007-04-30,635.2666666666667,290.40918
2007-05-31,687.1612903225807,509.18915
2007-06-30,798.0999999999999,1271.3423
2007-07-31,624.9677419354838,1428.8278
2007-08-31,771.8387096774194,1106.3998
2007-09-30,742.0333333333333,1056.8921
2007-10-31,436.4516129032258,890.8699
2007-11-30,447.4666666666666,538.429
2007-12-31,471.774193548387,272.1318
2008-01-31,483.7096774193548,209.53519
2008-02-29,502.0,195.36533
2008-03-31,449.3225806451613,233.7935
2008-04-30,672.7,343.74988
2008-05-31,781.9032258064515,542.7876
2008-06-30,922.0666666666668,826.9825
2008-07-31,753.4838709677418,1206.0637
2008-08-31,768.0000000000001,1288.5612
2008-09-30,591.5,1164.3254
2008-10-31,430.48387096774206,1095.6699
2008-11-30,477.9333333333333,599.3637
2008-12-31,407.3225806451612,321.03046
2009-01-31,541.258064516129,213.2835
2009-02-28,585.5714285714286,202.87288
2009-03-31,534.6012903225807,259.31143
2009-04-30,898.5,387.89752
2009-05-31,890.741935483871,781.81384
2009-06-30,830.1,1228.4132
2009-07-31,594.0645161290323,2026.0571
2009-08-31,621.0322580645162,1662.1409
2009-09-30,563.0666666666667,1741.3485
2009-10-31,602.3225806451613,1207.6569
2009-11-30,640.8999999999999,555.4219
2009-12-31,561.516129032258,276.91656
2010-01-31,531.5806451612904,213.66971
2010-02-28,459.50000000000006,226.83963
2010-03-31,527.3870967741935,303.18796
2010-04-30,878.9,428.40448
2010-05-31,943.741935483871,700.392
2010-06-30,931.5666666666668,1541.5234
2010-07-31,998.4193548387096,2465.6184
2010-08-31,1140.0,1348.4684
2010-09-30,803.5666666666667,880.4154
2010-10-31,636.2903225806451,633.297
2010-11-30,588.9,430.70816
2010-12-31,605.3225806451613,236.03046
2011-01-31,583.4516129032259,186.98143
2011-02-28,333.03571428571433,179.97311
2011-03-31,617.0967741935484,227.98616
2011-04-30,822.8999999999999,319.23938
2011-05-31,850.7096774193549,561.94794
2011-06-30,645.6999999999999,1183.5874
2011-07-31,619.3225806451613,1268.0631
2011-08-31,632.6129032258065,992.52295
2011-09-30,599.0666666666667,1008.82196
2011-10-31,550.4193548387096,1262.8235
2011-11-30,543.2,615.0446
2011-12-31,589.4193548387096,297.78467
2012-01-31,534.0,218.49556
2012-02-29,506.55172413793105,204.9168
2012-03-31,469.03225806451616,247.44666
2012-04-30,606.9,399.97696
