date,flow,CER-LSTM
1971-08-31,614.9193548387096,634.5061
1971-09-30,1369.9845679012346,1322.7153
1971-10-31,1870.1463560334528,1731.8525
1971-11-30,755.0154320987655,720.5504
1971-12-31,303.0167264038232,290.28708
1972-01-31,220.99014336917563,213.01938
1972-02-29,212.00510855683268,208.89653
1972-03-31,280.98864994026286,271.26086
1972-04-30,440.2006172839505,413.54166
1972-05-31,742.9808841099162,717.9076
1972-06-30,1060.1851851851852,1017.4868
1972-07-31,1929.8835125448031,1927.1849
1972-08-31,1130.152329749104,1115.5135
1972-09-30,814.8148148148148,819.54297
1972-10-31,652.6284348864993,662.4829
1972-11-30,378.00925925925924,385.33237
1972-12-31,215.01642771804063,218.94011
1973-01-31,174.99253285543608,172.17195
1973-02-28,178.98478835978835,161.72728
1973-03-31,219.01135005973723,215.29839
1973-04-30,279.0123456790124,294.58963
1973-05-31,561.9026284348865,558.2487
1973-06-30,1000.0,997.3035
1973-07-31,953.9277180406212,909.83374
1973-08-31,928.1660692951016,903.0031
1973-09-30,1069.830247,1003.4278
1973-10-31,1070.041816009558,1051.449
1973-11-30,548.9969135802469,558.84796
1973-12-31,256.0110513739546,263.369
1974-01-31,167.0026882,164.31657
1974-02-28,181.0102513227513,168.71783
1974-03-31,227.00119474313018,209.68411
1974-04-30,325.0,308.46887
1974-05-31,489.09796893667857,504.85464
1974-06-30,917.0524691358024,859.64606
1974-07-31,897.9241338112306,886.7238
1974-08-31,1040.1732377538829,1036.449
1974-09-30,1349.9228395061727,1362.7224
1974-10-31,999.8506571087216,1026.8668
1974-11-30,636.1882716049382,619.4686
1974-12-31,284.98357228195937,292.21936
1975-01-31,192.98835125448028,188.7239
1975-02-28,192.9976851851852,182.53398
1975-03-31,242.01015531660693,223.81694
1975-04-30,301.00308641975306,334.03754
1975-05-31,679.8835125448029,684.3745
1975-06-30,1140.0462962962963,1116.2985
1975-07-31,2280.0925925925926,2286.291
1975-08-31,1929.8835125448031,1933.4479
1975-09-30,1729.9382716049383,1721.9589
1975-10-31,2010.155316606929,2005.6753
1975-11-30,949.0740741,939.9744
1975-12-31,372.0131421744325,369.1427
1976-01-31,271.9907407407408,233.85805
1976-02-29,279.01500638569604,240.09737
1976-03-31,329.0023894862604,304.93185
1976-04-30,451.3888888888889,432.55173
1976-05-31,654.8685782556751,654.8002
1976-06-30,1199.8456790123455,1110.1873
1976-07-31,1519.937275985663,1496.3217
1976-08-31,2060.185185185185,1974.9163
1976-09-30,2150.077160493828,1976.4272
1976-10-31,1120.0716845878137,1091.4143
1976-11-30,586.0339506,555.6137
1976-12-31,315.00149342891274,290.15784
1977-01-31,228.0092592592593,207.75113
1977-02-28,219.9900793650794,196.0233
1977-03-31,294.9895459976105,266.14996
1977-04-30,670.1388888888889,575.40857
1977-05-31,890.0836320191158,804.2654
1977-06-30,994.9845679012343,964.68384
1977-07-31,831.0931899641577,823.9445
1977-08-31,760.9020310633214,718.86865
1977-09-30,694.8302469135804,665.2189
1977-10-31,567.1296296296297,561.35925
1977-11-30,355.0154320987654,336.27603
1977-12-31,192.98835125448028,185.70671
1978-01-31,136.9847670250896,129.85138
1978-02-28,151.00033068783068,129.17337
1978-03-31,197.99133811230587,183.8827
1978-04-30,484.9537037037037,450.95044
1978-05-31,595.1314217443249,560.16565
1978-06-30,800.9259259,784.0571
1978-07-31,620.1463560334528,617.2704
1978-08-31,1149.9402628434889,1114.0844
1978-09-30,1859.953703703704,1837.8885
1978-10-31,1089.8297491039427,1092.3771
1978-11-30,587.9629629629629,556.3174
1978-12-31,274.0068697729988,256.85776
1979-01-31,200.00746714456392,173.43378
1979-02-28,187.00396825396825,167.9522
1979-03-31,221.99820788530465,198.04323
1979-04-30,390.0462962962963,386.79758
1979-05-31,400.9856630824373,441.49533
1979-06-30,467.9783950617284,508.8801
1979-07-31,1080.1224611708485,1133.0344
1979-08-31,1749.9253285543607,1790.9702
1979-09-30,1790.1234567901238,1743.1051
1979-10-31,1040.1732377538829,1041.8706
1979-11-30,486.1111111111111,468.3662
1979-12-31,266.01702508960574,247.09756
1980-01-31,183.99044205495807,171.63786
1980-02-29,185.9833971902937,164.82077
1980-03-31,244.9970131421744,216.61887
1980-04-30,339.0046296296297,320.39597
1980-05-31,368.9889486260453,392.45377
1980-06-30,616.8981481481482,620.3109
1980-07-31,1379.9283154121863,1325.3877
1980-08-31,994.9970131421744,1040.832
1980-09-30,1420.138888888889,1502.8076
1980-10-31,1170.1015531660694,1154.0013
1980-11-30,525.8487654320987,536.473
1980-12-31,233.0122461170848,241.68832
1981-01-31,182.0116487455197,178.23808
1981-02-28,187.00396825396825,172.08376
1981-03-31,227.00119474313018,131.16588
1981-04-30,336.99845679012344,333.46906
1981-05-31,571.9832735961768,564.1447
1981-06-30,1010.0308641975308,1006.8914
1981-07-31,1670.026882,1602.6208
1981-08-31,1059.9611708482676,1054.2135
1981-09-30,3530.0925925925926,3425.398
1981-10-31,1730.1373954599758,1753.8212
1981-11-30,697.1450617,731.87604
1981-12-31,341.9952210274791,309.8334
1982-01-31,253.99492234169654,227.70319
1982-02-28,244.00628306878303,222.5635
1982-03-31,281.9967144563919,267.77936
1982-04-30,403.1635802469135,379.44147
1982-05-31,816.9056153,867.5443
1982-06-30,1469.9074074074074,1506.8842
1982-07-31,1749.9253285543607,1796.9943
1982-08-31,1070.041816009558,1125.5565
1982-09-30,1670.138888888889,1696.1002
1982-10-31,1659.9462365591398,1697.9474
1982-11-30,736.8827160493828,730.26636
1982-12-31,340.0164277180406,309.69293
1983-01-31,234.99103942652332,212.2825
1983-02-28,217.01388888888889,197.96017
1983-03-31,233.0122461170848,232.18301
1983-04-30,442.9012345679012,427.9546
1983-05-31,868.0555555555555,865.72046
1983-06-30,1219.9074074074074,1182.6947
1983-07-31,2660.170250896057,2628.6213
1983-08-31,1879.8536439665472,1879.4861
1983-09-30,1130.0154320987654,1185.059
1983-10-31,2019.862604540024,1889.9292
1983-11-30,935.1851851851852,879.1347
1983-12-31,377.83751493428906,334.84518
1984-01-31,261.01403823178015,229.39949
1984-02-29,264.0086206896552,251.5616
1984-03-31,298.9844683,284.20547
1984-04-30,412.80864197530866,403.73907
1984-05-31,498.0585424133812,500.0426
1984-06-30,1010.0308641975308,1102.494
1984-07-31,2430.1821983273594,2464.1409
1984-08-31,1500.1493428912784,1511.418
1984-09-30,831.0185185185185,933.8555
1984-10-31,862.8285543608124,943.8288
1984-11-30,492.01388888888897,568.2126
1984-12-31,275.01493428912784,290.4518
1985-01-31,204.00238948626043,204.13138
1985-02-28,182.0023148148148,184.12025
1985-03-31,228.0092592592593,231.93271
1985-04-30,330.0154320987654,352.72876
1985-05-31,426.0005973715651,461.09363
1985-06-30,652.0061728395061,653.9466
1985-07-31,1300.0298685782557,1236.2184
1985-08-31,971.1021505376344,1040.6224
1985-09-30,2380.0154320987654,2383.8762
1985-10-31,1189.889486260454,1311.8972
1985-11-30,516.9753086419753,543.5605
1985-12-31,272.9988052568698,274.0886
1986-01-31,206.0185185185185,203.65102
1986-02-28,196.01521164021165,194.57365
1986-03-31,229.01732377538826,241.94165
1986-04-30,328.0092592592593,374.91953
1986-05-31,823.9994026284348,843.05334
1986-06-30,1099.9228395061727,1125.0815
1986-07-31,1580.047789725209,1766.7166
1986-08-31,717.9659498207885,798.45325
1986-09-30,996.9135802469137,1137.6931
1986-10-31,377.0908004778972,706.11646
1986-11-30,18.80015432098765,393.53958
1986-12-31,15.098566308243731,241.99367
1987-01-31,12.89949223416966,171.07977
1987-02-28,307.00231481481484,169.2166
1987-03-31,599.9850657108722,203.19766
1987-04-30,355.0154320987654,285.9874
1987-05-31,427.12066905615296,559.07275
1987-06-30,643.1327160493828,1127.1362
1987-07-31,809.0651135005974,1697.2247
1987-08-31,853.1212664277182,1112.583
1987-09-30,333.9891975308642,729.4681
1987-10-31,234.99103942652332,624.8119
1987-11-30,226.00308641975306,379.26987
1987-12-31,375.97072879330943,213.57433
1988-01-31,321.0125448028674,162.76788
1988-02-29,415.07024265644964,156.9549
1988-03-31,484.99103942652323,231.63441
1988-04-30,339.0046296296297,343.62854
1988-05-31,449.14874551971326,447.72266
1988-06-30,493.0555555555555,802.22595
1988-07-31,700.0448028673835,853.0637
1988-08-31,554.0621266427718,608.853
1988-09-30,581.0185185185185,807.3147
1988-10-31,604.8387096774194,1299.2025
1988-11-30,542.0524691358024,727.3357
1988-12-31,477.15053763440864,301.00507
1989-01-31,653.0017921146953,187.978
1989-02-28,457.1759259259259,190.85217
1989-03-31,443.9217443249702,285.38898
1989-04-30,420.9104938271605,394.85986
1989-05-31,676.1499402628435,810.0531
1989-06-30,770.8333333333334,2403.0842
1989-07-31,997.9838710000001,2331.7847
1989-08-31,1810.0358422939069,2067.936
1989-09-30,1841.4351851851848,1955.0139
1989-10-31,831.0931899641577,1295.8123
1989-11-30,520.4475308641976,706.27203
1989-12-31,433.09438470728793,349.90823
1990-01-31,617.1594982078853,256.42804
1990-02-28,622.5198412698413,252.43181
1990-03-31,676.8966547192354,292.2371
1990-04-30,680.1697530864197,360.42145
1990-05-31,1070.041816009558,692.49634
1990-06-30,986.8827160493828,750.8358
1990-07-31,756.0483870967741,782.9074
1990-08-31,735.8870967741935,842.81226
1990-09-30,652.0061728395061,1006.91754
1990-10-31,611.1857825567503,772.69037
1990-11-30,488.81172839506166,472.01968
1990-12-31,589.9044205495818,250.12851
1991-01-31,588.0376344086021,165.98976
1991-02-28,558.0357142857143,160.25331
1991-03-31,608.9456391875746,211.6434
1991-04-30,496.9135802469136,269.68552
1991-05-31,574.9701314217443,490.41998
1991-06-30,716.0493827160493,590.3535
1991-07-31,854.9880525686978,829.015
1991-08-31,903.1511350059735,1185.6227
1991-09-30,601.0802469135803,849.1723
1991-10-31,535.020908,753.3227
1991-11-30,738.8117283950617,480.51794
1991-12-31,343.00328554360806,244.5534
1992-01-31,676.1499402628435,168.27559
1992-02-29,409.881864623244,164.80893
1992-03-31,363.98596176821997,208.38214
1992-04-30,388.8888888888889,367.00937
1992-05-31,554.0621266427718,489.41653
1992-06-30,689.0432098765432,818.149
1992-07-31,658.9755077658302,1793.9156
1992-08-31,629.1069295101554,1197.9338
1992-09-30,393.13271604938274,1181.0347
1992-10-31,229.01732377538826,1151.3069
1992-11-30,498.84259259259267,527.901
1992-12-31,630.9737157,241.99823
1993-01-31,538.0077658303464,194.34738
1993-02-28,646.9080687830688,192.9243
1993-03-31,507.1311230585424,247.63829
1993-04-30,491.89814814814815,469.42548
1993-05-31,611.1857825567503,707.87177
1993-06-30,778.1635802469136,1001.6557
1993-07-31,710.1254480286739,1432.9253
1993-08-31,769.8626045400239,1711.7874
1993-09-30,839.1203703703703,1230.751
1993-10-31,607.0788530465951,852.60065
1993-11-30,591.0493827160494,516.0034
1993-12-31,573.8500597371565,245.1348
1994-01-31,648.8948626,186.28476
1994-02-28,663.0291005291006,184.08163
1994-03-31,729.9133811230586,212.23465
1994-04-30,628.0864197530864,464.7291
1994-05-31,906.1379928315412,666.8486
1994-06-30,785.1080246913581,1123.6749
1994-07-31,623.8799283154121,1087.9629
1994-08-31,788.9038231780168,686.74396
1994-09-30,704.8611111111111,772.98047
1994-10-31,679.1367980884111,715.49036
1994-11-30,618.8271604938271,454.50586
1994-12-31,716.0991636798088,225.81339
1995-01-31,729.1666666666666,165.18068
1995-02-28,644.8412698412699,154.61499
1995-03-31,682.8703703703703,204.9516
1995-04-30,444.0586419753087,395.0272
1995-05-31,586.1708482676224,716.89636
1995-06-30,783.1790123,597.5464
1995-07-31,800.8512544802867,565.0421
1995-08-31,655.9886499402628,1025.3562
1995-09-30,594.1358024691358,1093.4736
1995-10-31,650.0149342891278,777.1325
1995-11-30,569.0586419753087,505.6059
1995-12-31,320.0044802867383,271.13422
1996-01-31,449.89545997610514,180.14258
1996-02-29,484.1155810983397,175.7249
1996-03-31,461.84289127837513,229.97432
1996-04-30,354.0123456790124,345.7534
1996-05-31,539.8745519713261,593.7727
1996-06-30,560.1851851851852,825.35114
1996-07-31,722.8195937873357,687.32794
1996-08-31,713.8590203106332,778.6139
1996-09-30,603.0092592592592,705.3432
1996-10-31,390.15830350000005,690.54736
1996-11-30,451.003086419753,443.0077
1996-12-31,452.8823178016726,238.22151
1997-01-31,123.99193548387096,161.90192
1997-02-28,375.0,157.14485
1997-03-31,270.98267622461174,224.29712
1997-04-30,352.0061728395062,306.71893
1997-05-31,471.92353643966555,800.91156
1997-06-30,655.8641975308642,771.0251
1997-07-31,521.9534050179211,870.9194
1997-08-31,355.9961170848268,731.7874
1997-09-30,452.16049382716045,609.6283
1997-10-31,570.8632019,573.2371
1997-11-30,576.0030864197531,403.96655
1997-12-31,423.0137395459976,229.59152
1998-01-31,393.14516129032256,168.96736
1998-02-28,343.99801587301585,165.20934
1998-03-31,345.99014336917566,208.79353
1998-04-30,342.0138888888889,414.73172
1998-05-31,399.1188769414576,601.61755
1998-06-30,604.9382716049382,597.03076
1998-07-31,440.9348864994026,1022.0928
1998-08-31,445.0418160095579,1256.4702
1998-09-30,513.8888888888889,1322.9976
1998-10-31,524.9402628434887,986.7626
1998-11-30,503.0864197530864,567.72003
1998-12-31,514.8596176821983,281.74716
1999-01-31,537.0322580645161,189.61392
1999-02-28,563.1428571428571,200.86194
1999-03-31,607.9354838709677,245.01118
1999-04-30,610.5333333333333,321.06876
1999-05-31,564.9677419354839,413.00296
1999-06-30,664.5,1513.2473
1999-07-31,647.8387096774194,2388.7888
1999-08-31,502.7419355,1472.316
1999-09-30,640.1,972.22125
1999-10-31,594.8387096774194,1151.4677
1999-11-30,609.4666666666667,661.97894
1999-12-31,613.9677419354839,292.1749
2000-01-31,681.9354838709677,195.72176
2000-02-29,630.1379310344828,181.62868
2000-03-31,562.2580645,215.45184
2000-04-30,704.5999999999999,373.9172
2000-05-31,625.1612903225806,477.10355
2000-06-30,555.8933333333333,946.23096
2000-07-31,647.7096774193549,851.5421
2000-08-31,641.5806451612904,780.97614
2000-09-30,510.1666666666667,886.59875
2000-10-31,618.0322580645161,773.9922
2000-11-30,649.3666666666667,442.17398
2000-12-31,559.7419355,236.40915
2001-01-31,480.80645161290323,166.91359
2001-02-28,518.4285714285714,167.11266
2001-03-31,500.0322580645161,189.2542
2001-04-30,468.3333333333333,312.7148
2001-05-31,587.1612903225806,482.21393
2001-06-30,598.9666666666667,828.2352
2001-07-31,617.516129,666.8218
2001-08-31,562.2258064516129,557.73145
2001-09-30,501.7,805.5296
2001-10-31,420.9354838709677,911.9283
2001-11-30,628.9333333333333,490.0629
2001-12-31,661.7096774193549,252.50165
2002-01-31,385.90322580645164,163.42079
2002-02-28,378.3928571428572,163.63542
2002-03-31,476.8419354838708,192.88751
2002-04-30,536.8333333333334,280.20865
2002-05-31,552.483871,359.1086
2002-06-30,454.76666666666665,807.783
2002-07-31,512.4516129032259,835.3507
2002-08-31,549.0645161290323,557.2574
2002-09-30,530.4,446.37057
2002-10-31,760.4193548387096,402.5022
2002-11-30,666.9666666666667,242.09291
2002-12-31,506.0645161290322,154.46706
2003-01-31,373.64516129032256,118.46622
2003-02-28,214.75,113.95735
2003-03-31,253.06451612903223,162.7424
2003-04-30,387.8666666666667,253.9626
2003-05-31,394.9870967741937,409.93942
2003-06-30,426.1,550.92413
2003-07-31,510.6774193548388,831.7533
2003-08-31,342.48387096774195,1183.6108
2003-09-30,409.00000000000006,1552.3157
2003-10-31,403.2580645,1139.4778
2003-11-30,487.30000000000007,575.30444
2003-12-31,398.41935483870975,265.23337
2004-01-31,429.12903225806457,178.5068
2004-02-29,504.8275862068965,156.24591
2004-03-31,528.7419355,209.0264
2004-04-30,468.4333333333333,259.1204
2004-05-31,516.2258064516129,346.87906
2004-06-30,587.6333333333333,663.72296
2004-07-31,542.8709677419355,758.1615
2004-08-31,333.80612903225807,911.70703
2004-09-30,441.7333333333334,1152.4027
2004-10-31,537.7096774193549,980.19165
2004-11-30,484.4,543.77716
2004-12-31,504.5806451612903,266.25366
2005-01-31,513.1612903225806,187.22867
2005-02-28,406.8571428571429,168.60606
2005-03-31,457.93548387096774,216.18115
2005-04-30,523.1,359.67133
2005-05-31,556.3548387096774,645.41064
2005-06-30,532.2333333333333,812.6291
2005-07-31,588.9032258064516,1980.5138
2005-08-31,584.7419355,1676.2135
2005-09-30,591.5333333333333,1454.1437
2005-10-31,775.0322580645161,1794.581
2005-11-30,558.3333333333334,760.3365
2005-12-31,502.3225806451612,313.62302
2006-01-31,433.4516129032258,226.80489
2006-02-28,454.82142857142856,230.08237
2006-03-31,648.0,243.38963
2006-04-30,924.2333333333332,309.5096
2006-05-31,948.6129032258065,417.85507
2006-06-30,775.5666666666667,657.5785
2006-07-31,900.5161290000001,871.88885
2006-08-31,651.7419355,662.1573
2006-09-30,531.6333333333333,831.0695
2006-10-31,512.2903225806451,794.8581
2006-11-30,506.0666666666666,452.3563
2006-12-31,488.93548387096774,250.81596
2007-01-31,495.51612903225805,177.54082
2007-02-28,481.4285714285714,154.60173
2007-03-31,568.4258064516129,226.89177
2007-04-30,571.6733333333333,318.70065
2007-05-31,664.7419355,360.30783
2007-06-30,819.9333333333333,1221.7244
2007-07-31,673.7096774193549,1485.4066
2007-08-31,824.6774193548387,977.20905
2007-09-30,821.2666666666667,1133.3645
2007-10-31,533.6451612903226,916.594
2007-11-30,466.73333333333335,545.1429
2007-12-31,498.74193549999995,281.1009
2008-01-31,493.3548387096775,204.2243
2008-02-29,522.1379310344828,188.24194
2008-03-31,438.5806451612903,233.6508
2008-04-30,707.9333333333333,359.9845
2008-05-31,782.2580645161291,416.28723
2008-06-30,926.2333333333332,508.16388
2008-07-31,805.0967741935484,881.3454
2008-08-31,782.6129032258066,1116.6698
2008-09-30,661.9666666666667,1038.6494
2008-10-31,525.7419355,1221.346
2008-11-30,449.83000000000004,671.1007
2008-12-31,509.09677419354836,323.11893
2009-01-31,460.21290322580643,216.45755
2009-02-28,564.4642857142857,224.13226
2009-03-31,573.516129,282.6036
2009-04-30,918.9666666666668,448.28543
2009-05-31,936.0967741935484,729.5378
2009-06-30,851.8,1107.3711
2009-07-31,618.0645161290323,1744.8735
2009-08-31,665.9677419354839,1683.6
2009-09-30,635.3666666666667,1687.9435
2009-10-31,602.8709677419355,1343.2023
2009-11-30,666.1333333333334,758.4568
2009-12-31,545.7096774193549,389.52972
2010-01-31,506.38709677419365,243.9842
2010-02-28,444.3214285714286,242.76259
2010-03-31,500.7419355,286.7636
2010-04-30,838.0,334.93848
2010-05-31,906.2903225806452,438.83395
2010-06-30,910.2,1007.4666
2010-07-31,1045.6129032258063,2179.7798
2010-08-31,1101.8064516129032,1052.2008
2010-09-30,880.3,794.4083
2010-10-31,568.5483870967741,699.95276
2010-11-30,539.6333333333333,478.05148
2010-12-31,595.2258064516129,249.12338
2011-01-31,558.2580645,197.91393
2011-02-28,340.2142857142857,171.35007
2011-03-31,583.5806451612904,216.60628
2011-04-30,819.2666666666667,392.55182
2011-05-31,845.2580645,502.8527
2011-06-30,728.5,1137.4943
2011-07-31,696.5483870967741,1585.5656
2011-08-31,659.8709677419355,1006.5842
2011-09-30,648.3333333333334,1041.8339
2011-10-31,578.0967741935484,1137.2328
2011-11-30,564.0333333333333,670.80914
2011-12-31,580.2580645,352.64725
2012-01-31,511.35483870967744,248.02324
2012-02-29,468.7241379310345,234.57344
2012-03-31,459.1290322580645,292.49463
2012-04-30,605.6333333333333,477.1899
2012-05-31,856.0645161290323,835.9526
2012-06-30,852.9666666666667,1058.4716
2012-07-31,1100.741935483871,2530.4885
2012-08-31,1644.1935483870968,2383.386
2012-09-30,956.6333333333333,1200.3351
2012-10-31,862.483871,964.5134
2012-11-30,718.1600000000001,550.27924
2012-12-31,558.4516129032259,289.18326
2013-01-31,614.9451612964754,247.08759
2013-02-28,510.9642857142858,259.71103
2013-03-31,616.483871,315.52228
2013-04-30,789.9,338.29648
2013-05-31,878.8064516129032,677.5442
2013-06-30,846.6666666666666,930.1147
2013-07-31,744.483871,1594.8245
2013-08-31,847.4516129032259,1334.6118
2013-09-30,746.2333333333333,813.391
2013-10-31,619.2258064516129,698.5866
2013-11-30,716.3,419.50958
2013-12-31,571.6774193548387,222.87016
2014-01-31,597.5806451612904,175.7326
2014-02-28,501.9285714285714,168.44958
2014-03-31,561.1290322580645,231.7229
2014-04-30,497.953333346049,344.62775
2014-05-31,677.6129032258065,464.5577
2014-06-30,722.2,937.42444
2014-07-31,817.5483870967741,1041.8231
2014-08-31,840.483871,1112.6184
2014-09-30,828.6666666666666,1558.9104
2014-10-31,645.2258064516129,1183.8572
2014-11-30,698.6,556.956
2014-12-31,562.0,309.30408
2015-01-31,510.7419355,243.43579
2015-02-28,490.6785714285714,217.29459
2015-03-31,625.5483870967741,260.31186
2015-04-30,597.6666666666666,314.9188
2015-05-31,638.7741935483871,391.4964
2015-06-30,606.7829999999999,761.5547
2015-07-31,807.6451612903226,1316.8472
2015-08-31,746.8387096774194,572.4318
2015-09-30,637.1666666666666,701.58356
2015-10-31,584.9677419354839,798.8708
2015-11-30,574.1333333333333,433.01727
2015-12-31,476.83870967741933,253.11119
2016-01-31,468.32258064516134,168.45787
2016-02-29,452.655172413793,155.21066
2016-03-31,513.483871,207.56029
2016-04-30,470.5333333333334,334.62177
2016-05-31,565.483871,515.1225
2016-06-30,552.5666666666667,647.37463
2016-07-31,704.8064516129032,724.979
2016-08-31,510.48387099999997,622.16675
2016-09-30,406.93333333333334,687.14355
2016-10-31,427.0967741935484,840.9819
2016-11-30,372.3333333333333,484.7748
2016-12-31,323.61290322580646,262.80304
2017-01-31,332.1290322580645,182.00519
2017-02-28,416.3571428571428,182.91003
2017-03-31,448.4193548387097,222.47182
2017-04-30,483.5,320.87057
2017-05-31,529.5483870967741,438.75806
2017-06-30,557.1,901.2382
2017-07-31,639.7741935483871,710.59406
2017-08-31,578.0967741935484,609.98987
2017-09-30,506.6333333333334,1244.1948
2017-10-31,497.1612903225807,1646.0242
2017-11-30,487.8999999999999,793.8344
2017-12-31,514.3548387096774,350.51114
2018-01-31,471.8387096774193,211.6614
2018-02-28,426.75,199.05913
2018-03-31,481.8064516129031,239.46812
2018-04-30,670.4666666666667,411.68448
2018-05-31,884.1290322580644,836.579
2018-06-30,1016.3000000000001,1072.1187
2018-07-31,1247.9354838709678,2291.7358
2018-08-31,1214.9032258064517,1374.5427
2018-09-30,1999.0666666666664,2126.0417
2018-10-31,1327.225806451613,1515.428
2018-11-30,735.7,753.11725
2018-12-31,668.8064516129032,359.6728
2019-01-31,471.8387096774193,261.641
2019-02-28,426.75,265.9904
2019-03-31,481.8064516129031,293.76138
