date,flow,E-LSTM
1973-05-31,561.9026284348865,426.04706
1973-06-30,1000.0,596.445
1973-07-31,953.9277180406212,713.9592
1973-08-31,928.1660692951016,725.98413
1973-09-30,1069.830247,901.6288
1973-10-31,1070.041816009558,993.3108
1973-11-30,548.9969135802469,642.77216
1973-12-31,256.0110513739546,287.76666
1974-01-31,167.0026882,197.55019
1974-02-28,181.0102513227513,196.06834
1974-03-31,227.00119474313018,223.85551
1974-04-30,325.0,357.2879
1974-05-31,489.09796893667857,521.9811
1974-06-30,917.0524691358024,633.8118
1974-07-31,897.9241338112306,719.0559
1974-08-31,1040.1732377538829,958.2492
1974-09-30,1349.9228395061727,1117.6774
1974-10-31,999.8506571087216,1094.9209
1974-11-30,636.1882716049382,697.5301
1974-12-31,284.98357228195937,318.9811
1975-01-31,192.98835125448028,235.88722
1975-02-28,192.9976851851852,243.70079
1975-03-31,242.01015531660693,260.23114
1975-04-30,301.00308641975306,450.3244
1975-05-31,679.8835125448029,688.22534
1975-06-30,1140.0462962962963,935.37115
1975-07-31,2280.0925925925926,1247.135
1975-08-31,1929.8835125448031,1314.3851
1975-09-30,1729.9382716049383,1157.4427
1975-10-31,2010.155316606929,1559.865
1975-11-30,949.0740741,843.3861
1975-12-31,372.0131421744325,351.682
1976-01-31,271.9907407407408,226.50812
1976-02-29,279.01500638569604,233.0836
1976-03-31,329.0023894862604,284.2664
1976-04-30,451.3888888888889,413.91156
1976-05-31,654.8685782556751,599.3873
1976-06-30,1199.8456790123455,832.3829
1976-07-31,1519.937275985663,880.8026
1976-08-31,2060.185185185185,1359.5833
1976-09-30,2150.077160493828,1556.3667
1976-10-31,1120.0716845878137,1040.0304
1976-11-30,586.0339506,535.605
1976-12-31,315.00149342891274,304.58878
1977-01-31,228.0092592592593,217.82356
1977-02-28,219.9900793650794,236.53217
1977-03-31,294.9895459976105,276.47348
1977-04-30,670.1388888888889,407.84406
1977-05-31,890.0836320191158,567.4409
1977-06-30,994.9845679012343,863.7361
1977-07-31,831.0931899641577,890.9197
1977-08-31,760.9020310633214,940.42804
1977-09-30,694.8302469135804,876.7909
1977-10-31,567.1296296296297,869.0639
1977-11-30,355.0154320987654,541.4106
1977-12-31,192.98835125448028,251.45287
1978-01-31,136.9847670250896,159.40945
1978-02-28,151.00033068783068,149.54
1978-03-31,197.99133811230587,192.52705
1978-04-30,484.9537037037037,373.8577
1978-05-31,595.1314217443249,512.53204
1978-06-30,800.9259259,651.57214
1978-07-31,620.1463560334528,714.30194
1978-08-31,1149.9402628434889,997.88446
1978-09-30,1859.953703703704,1859.1206
1978-10-31,1089.8297491039427,969.6261
1978-11-30,587.9629629629629,549.08606
1978-12-31,274.0068697729988,238.76643
1979-01-31,200.00746714456392,177.34401
1979-02-28,187.00396825396825,218.23529
1979-03-31,221.99820788530465,231.7518
1979-04-30,390.0462962962963,399.20444
1979-05-31,400.9856630824373,566.01605
1979-06-30,467.9783950617284,703.50653
1979-07-31,1080.1224611708485,1275.8048
1979-08-31,1749.9253285543607,1804.5598
1979-09-30,1790.1234567901238,1332.6306
1979-10-31,1040.1732377538829,981.30835
1979-11-30,486.1111111111111,419.20865
1979-12-31,266.01702508960574,261.69067
1980-01-31,183.99044205495807,195.61755
1980-02-29,185.9833971902937,209.87291
1980-03-31,244.9970131421744,248.80792
1980-04-30,339.0046296296297,340.16754
1980-05-31,368.9889486260453,524.2649
1980-06-30,616.8981481481482,720.29285
1980-07-31,1379.9283154121863,1068.8695
1980-08-31,994.9970131421744,1464.6892
1980-09-30,1420.138888888889,1883.4202
1980-10-31,1170.1015531660694,1037.6217
1980-11-30,525.8487654320987,409.4293
1980-12-31,233.0122461170848,240.74915
1981-01-31,182.0116487455197,232.81366
1981-02-28,187.00396825396825,206.28813
1981-03-31,227.00119474313018,257.65875
1981-04-30,336.99845679012344,353.65018
1981-05-31,571.9832735961768,494.39636
1981-06-30,1010.0308641975308,599.1714
1981-07-31,1670.026882,946.3148
1981-08-31,1059.9611708482676,835.1627
1981-09-30,3530.0925925925926,2217.708
1981-10-31,1730.1373954599758,1257.6228
1981-11-30,697.1450617,646.6361
1981-12-31,341.9952210274791,223.84404
1982-01-31,253.99492234169654,186.11621
1982-02-28,244.00628306878303,186.80028
1982-03-31,281.9967144563919,257.8601
1982-04-30,403.1635802469135,372.99948
1982-05-31,816.9056153,654.88574
1982-06-30,1469.9074074074074,809.22815
1982-07-31,1749.9253285543607,1162.1228
1982-08-31,1070.041816009558,958.5039
1982-09-30,1670.138888888889,1432.0105
1982-10-31,1659.9462365591398,1422.3284
1982-11-30,736.8827160493828,582.87695
1982-12-31,340.0164277180406,293.4285
1983-01-31,234.99103942652332,222.23708
1983-02-28,217.01388888888889,209.87105
1983-03-31,233.0122461170848,254.82721
1983-04-30,442.9012345679012,342.90173
1983-05-31,868.0555555555555,539.33246
1983-06-30,1219.9074074074074,683.02625
1983-07-31,2660.170250896057,1516.2572
1983-08-31,1879.8536439665472,1590.8713
1983-09-30,1130.0154320987654,868.83655
1983-10-31,2019.862604540024,1422.2072
1983-11-30,935.1851851851852,714.49634
1983-12-31,377.83751493428906,296.51236
1984-01-31,261.01403823178015,273.3225
1984-02-29,264.0086206896552,285.87015
1984-03-31,298.9844683,309.05804
1984-04-30,412.80864197530866,405.62912
1984-05-31,498.0585424133812,692.16016
1984-06-30,1010.0308641975308,1167.821
1984-07-31,2430.1821983273594,2139.8445
1984-08-31,1500.1493428912784,1394.3524
1984-09-30,831.0185185185185,1194.3716
1984-10-31,862.8285543608124,1453.8766
1984-11-30,492.01388888888897,743.10706
1984-12-31,275.01493428912784,298.04977
1985-01-31,204.00238948626043,267.80795
1985-02-28,182.0023148148148,271.08447
1985-03-31,228.0092592592593,325.12662
1985-04-30,330.0154320987654,422.85095
1985-05-31,426.0005973715651,722.465
1985-06-30,652.0061728395061,1095.5239
1985-07-31,1300.0298685782557,1591.5278
1985-08-31,971.1021505376344,1229.2013
1985-09-30,2380.0154320987654,2218.9094
1985-10-31,1189.889486260454,1390.746
1985-11-30,516.9753086419753,583.47125
1985-12-31,272.9988052568698,284.77466
1986-01-31,206.0185185185185,260.7662
1986-02-28,196.01521164021165,275.54553
1986-03-31,229.01732377538826,347.64114
1986-04-30,328.0092592592593,505.40042
1986-05-31,823.9994026284348,803.0203
1986-06-30,1099.9228395061727,1169.8595
1986-07-31,1580.047789725209,1708.9401
1986-08-31,717.9659498207885,1028.1553
1986-09-30,996.9135802469137,1484.8574
1986-10-31,377.0908004778972,1026.3406
1986-11-30,18.80015432098765,483.20847
1986-12-31,15.098566308243731,283.42844
1987-01-31,12.89949223416966,240.20349
1987-02-28,307.00231481481484,260.05524
1987-03-31,599.9850657108722,305.63535
1987-04-30,355.0154320987654,375.7549
1987-05-31,427.12066905615296,567.07935
1987-06-30,643.1327160493828,944.56116
1987-07-31,809.0651135005974,1596.1395
1987-08-31,853.1212664277182,1043.1012
1987-09-30,333.9891975308642,1048.0303
1987-10-31,234.99103942652332,901.1484
1987-11-30,226.00308641975306,511.30997
1987-12-31,375.97072879330943,318.95602
1988-01-31,321.0125448028674,269.67014
1988-02-29,415.07024265644964,247.53235
1988-03-31,484.99103942652323,311.43994
1988-04-30,339.0046296296297,401.0386
1988-05-31,449.14874551971326,764.66626
1988-06-30,493.0555555555555,1174.105
1988-07-31,700.0448028673835,1343.669
1988-08-31,554.0621266427718,1027.077
1988-09-30,581.0185185185185,1174.4811
1988-10-31,604.8387096774194,1737.427
1988-11-30,542.0524691358024,878.3056
1988-12-31,477.15053763440864,276.3368
1989-01-31,653.0017921146953,241.7632
1989-02-28,457.1759259259259,304.54205
1989-03-31,443.9217443249702,364.6971
1989-04-30,420.9104938271605,464.4037
1989-05-31,676.1499402628435,736.0054
1989-06-30,770.8333333333334,1952.7914
1989-07-31,997.9838710000001,2586.4192
1989-08-31,1810.0358422939069,2427.9573
1989-09-30,1841.4351851851848,1985.0942
1989-10-31,831.0931899641577,1512.219
1989-11-30,520.4475308641976,697.1865
1989-12-31,433.09438470728793,322.28397
1990-01-31,617.1594982078853,264.95215
1990-02-28,622.5198412698413,280.30923
1990-03-31,676.8966547192354,332.45386
1990-04-30,680.1697530864197,386.12952
1990-05-31,1070.041816009558,692.1274
1990-06-30,986.8827160493828,911.0252
1990-07-31,756.0483870967741,900.7914
1990-08-31,735.8870967741935,936.3475
1990-09-30,652.0061728395061,1300.9711
1990-10-31,611.1857825567503,1236.6165
1990-11-30,488.81172839506166,639.2055
1990-12-31,589.9044205495818,272.72922
1991-01-31,588.0376344086021,220.84225
1991-02-28,558.0357142857143,227.49054
1991-03-31,608.9456391875746,256.35
1991-04-30,496.9135802469136,326.3361
1991-05-31,574.9701314217443,567.10736
1991-06-30,716.0493827160493,682.26843
1991-07-31,854.9880525686978,811.22156
1991-08-31,903.1511350059735,1162.3143
1991-09-30,601.0802469135803,1234.1494
1991-10-31,535.020908,1365.0497
1991-11-30,738.8117283950617,727.35486
1991-12-31,343.00328554360806,267.11182
1992-01-31,676.1499402628435,213.29416
1992-02-29,409.881864623244,244.44783
1992-03-31,363.98596176821997,317.5477
1992-04-30,388.8888888888889,409.7105
1992-05-31,554.0621266427718,646.6584
1992-06-30,689.0432098765432,1033.1536
1992-07-31,658.9755077658302,1846.0822
1992-08-31,629.1069295101554,1475.4283
1992-09-30,393.13271604938274,1472.4496
1992-10-31,229.01732377538826,1645.3912
1992-11-30,498.84259259259267,679.23395
1992-12-31,630.9737157,283.64203
1993-01-31,538.0077658303464,254.4339
1993-02-28,646.9080687830688,273.4836
1993-03-31,507.1311230585424,321.0092
1993-04-30,491.89814814814815,477.82925
1993-05-31,611.1857825567503,724.72144
1993-06-30,778.1635802469136,1077.9344
1993-07-31,710.1254480286739,1599.2379
1993-08-31,769.8626045400239,1736.999
1993-09-30,839.1203703703703,1370.7195
1993-10-31,607.0788530465951,1202.4156
1993-11-30,591.0493827160494,606.82947
1993-12-31,573.8500597371565,265.22333
1994-01-31,648.8948626,254.63762
1994-02-28,663.0291005291006,264.48907
1994-03-31,729.9133811230586,286.2213
1994-04-30,628.0864197530864,421.6821
1994-05-31,906.1379928315412,837.0147
1994-06-30,785.1080246913581,1230.5198
1994-07-31,623.8799283154121,1314.4385
1994-08-31,788.9038231780168,1032.3613
1994-09-30,704.8611111111111,1374.227
1994-10-31,679.1367980884111,1595.6672
1994-11-30,618.8271604938271,837.1912
1994-12-31,716.0991636798088,301.70972
1995-01-31,729.1666666666666,228.26524
1995-02-28,644.8412698412699,247.62578
1995-03-31,682.8703703703703,329.46713
1995-04-30,444.0586419753087,469.61594
1995-05-31,586.1708482676224,830.22864
1995-06-30,783.1790123,1193.8851
1995-07-31,800.8512544802867,1140.0468
1995-08-31,655.9886499402628,1595.5497
1995-09-30,594.1358024691358,1523.9355
1995-10-31,650.0149342891278,1177.4038
1995-11-30,569.0586419753087,745.22894
1995-12-31,320.0044802867383,356.0734
1996-01-31,449.89545997610514,272.0799
1996-02-29,484.1155810983397,264.4764
1996-03-31,461.84289127837513,297.67816
1996-04-30,354.0123456790124,420.38617
1996-05-31,539.8745519713261,890.1814
1996-06-30,560.1851851851852,1521.8359
1996-07-31,722.8195937873357,1376.454
1996-08-31,713.8590203106332,1173.138
1996-09-30,603.0092592592592,1243.4928
1996-10-31,390.15830350000005,1287.0476
1996-11-30,451.003086419753,692.85803
1996-12-31,452.8823178016726,351.55948
1997-01-31,123.99193548387096,263.70078
1997-02-28,375.0,292.2265
1997-03-31,270.98267622461174,347.22537
1997-04-30,352.0061728395062,435.70862
1997-05-31,471.92353643966555,773.6659
1997-06-30,655.8641975308642,1167.098
1997-07-31,521.9534050179211,1309.5986
1997-08-31,355.9961170848268,1166.0383
1997-09-30,452.16049382716045,1294.3876
1997-10-31,570.8632019,1231.7161
1997-11-30,576.0030864197531,665.23425
1997-12-31,423.0137395459976,308.20837
1998-01-31,393.14516129032256,247.31033
1998-02-28,343.99801587301585,253.02484
1998-03-31,345.99014336917566,305.83572
1998-04-30,342.0138888888889,535.4685
1998-05-31,399.1188769414576,645.172
1998-06-30,604.9382716049382,883.9977
1998-07-31,440.9348864994026,1069.1575
1998-08-31,445.0418160095579,1486.9264
1998-09-30,513.8888888888889,1712.1846
1998-10-31,524.9402628434887,1472.3955
1998-11-30,503.0864197530864,775.382
1998-12-31,514.8596176821983,313.05234
1999-01-31,537.0322580645161,258.83496
1999-02-28,563.1428571428571,263.0704
1999-03-31,607.9354838709677,316.4061
1999-04-30,610.5333333333333,488.63586
1999-05-31,564.9677419354839,739.4572
1999-06-30,664.5,1618.2797
1999-07-31,647.8387096774194,2164.5444
1999-08-31,502.7419355,1095.9261
1999-09-30,640.1,1110.4197
1999-10-31,594.8387096774194,1230.3196
1999-11-30,609.4666666666667,826.642
1999-12-31,613.9677419354839,368.6526
2000-01-31,681.9354838709677,298.01355
2000-02-29,630.1379310344828,287.42245
2000-03-31,562.2580645,328.2296
2000-04-30,704.5999999999999,433.23434
2000-05-31,625.1612903225806,625.0987
2000-06-30,555.8933333333333,865.8933
2000-07-31,647.7096774193549,949.19
2000-08-31,641.5806451612904,914.09467
2000-09-30,510.1666666666667,1241.3722
2000-10-31,618.0322580645161,1187.0677
2000-11-30,649.3666666666667,664.1676
2000-12-31,559.7419355,361.02942
2001-01-31,480.80645161290323,263.83032
2001-02-28,518.4285714285714,260.4816
2001-03-31,500.0322580645161,307.8715
2001-04-30,468.3333333333333,455.69724
2001-05-31,587.1612903225806,658.90875
2001-06-30,598.9666666666667,1056.0303
2001-07-31,617.516129,1052.3976
2001-08-31,562.2258064516129,914.7113
2001-09-30,501.7,1362.1606
2001-10-31,420.9354838709677,1529.1549
2001-11-30,628.9333333333333,854.42914
2001-12-31,661.7096774193549,385.86215
2002-01-31,385.90322580645164,258.5425
2002-02-28,378.3928571428572,260.9819
2002-03-31,476.8419354838708,282.2967
2002-04-30,536.8333333333334,431.55466
2002-05-31,552.483871,640.5087
2002-06-30,454.76666666666665,941.72943
2002-07-31,512.4516129032259,1094.9906
2002-08-31,549.0645161290323,905.6122
2002-09-30,530.4,997.5481
2002-10-31,760.4193548387096,856.85156
2002-11-30,666.9666666666667,516.85223
2002-12-31,506.0645161290322,273.24152
2003-01-31,373.64516129032256,220.6139
2003-02-28,214.75,216.06664
2003-03-31,253.06451612903223,217.13199
2003-04-30,387.8666666666667,321.08575
2003-05-31,394.9870967741937,517.54346
2003-06-30,426.1,678.13086
2003-07-31,510.6774193548388,863.92584
2003-08-31,342.48387096774195,1193.8835
2003-09-30,409.00000000000006,1434.7131
2003-10-31,403.2580645,1448.8054
2003-11-30,487.30000000000007,839.523
2003-12-31,398.41935483870975,293.96872
2004-01-31,429.12903225806457,231.55373
2004-02-29,504.8275862068965,237.36539
2004-03-31,528.7419355,311.9768
2004-04-30,468.4333333333333,419.5081
2004-05-31,516.2258064516129,562.45483
2004-06-30,587.6333333333333,831.42755
2004-07-31,542.8709677419355,1038.2152
2004-08-31,333.80612903225807,1071.078
2004-09-30,441.7333333333334,1684.2346
2004-10-31,537.7096774193549,1540.2131
2004-11-30,484.4,655.44336
2004-12-31,504.5806451612903,301.49445
2005-01-31,513.1612903225806,250.03294
2005-02-28,406.8571428571429,229.84915
2005-03-31,457.93548387096774,292.2991
2005-04-30,523.1,499.08505
2005-05-31,556.3548387096774,757.7574
2005-06-30,532.2333333333333,1128.2644
2005-07-31,588.9032258064516,2133.3713
2005-08-31,584.7419355,1608.5253
2005-09-30,591.5333333333333,1457.0352
2005-10-31,775.0322580645161,1906.2115
2005-11-30,558.3333333333334,734.751
2005-12-31,502.3225806451612,317.5658
2006-01-31,433.4516129032258,237.52951
2006-02-28,454.82142857142856,278.81754
2006-03-31,648.0,328.88892
2006-04-30,924.2333333333332,414.80408
2006-05-31,948.6129032258065,681.7923
2006-06-30,775.5666666666667,1064.3533
