period,ME,MAE,MSE,MLE,MALE,MSLE,MAPE,MDE,MDAE,MDSE,ED,NED,RMSE,RMSLE,NRMSE_RANGE,NRMSE_MEAN,NRMSE_IQR,IRMSE,MASE,R_SQUARED,PEARSON_R,SPEARMAN_R,ACC,MAPD,MAAPE,SMAPE1,SMAPE2,D,D1,DMOD,DREL,DR,WATT_M,MB_R,NSE,NSE_MOD,NSE_REL,KGE_2009,KGE_2012,LM_INDEX,D1_P,VE,SA,SC,SID,SGA,H1_MHE,H1_MAHE,H1_RMSHE,H2_MHE,H2_MAHE,H2_RMSHE,H3_MHE,H3_MAHE,H3_RMSHE,H4_MHE,H4_MAHE,H4_RMSHE,H5_MHE,H5_MAHE,H5_RMSHE,H6_MHE,H6_MAHE,H6_RMSHE,H7_MHE,H7_MAHE,H7_RMSHE,H8_MHE,H8_MAHE,H8_RMSHE,H10_MHE,H10_MAHE,H10_RMSHE,G_MEAN_DIFF,MEAN_VAR,PPMAE,LPMAE
cal,-85.78154240799307,158.16532155213653,65620.32829180882,-0.0630671002462966,0.19343560943560248,0.05891397959761105,18.34698898528838,-20.278441829825738,79.77387525891942,6363.942683977341,4162.182921140964,4.932241754987675,256.1646507459779,0.24272202124572678,0.07549558219628165,0.34222086652175626,0.326914879325619,0.5743751260196918,0.5219306169557668,0.84575202113678,0.9196477542511851,0.9488654160175561,0.9161642639681296,0.21129954206265222,0.17826155936191587,9.596694184627301,19.193388369254603,0.9344900749592169,0.8116987976462293,0.8116987976462293,0.9717685334883944,0.8276061214629606,0.6807089082078611,0.712215849969134,0.8005833715850004,0.6552122429259213,0.914061512611249,0.7295893232870734,0.8076895539573493,0.6552122429259213,0.8116987976462293,0.7887004579373478,0.24269226726367735,0.4036135092607822,7.087474935895715,0.5039511058030749,-0.03547344200927793,0.18346988985288382,0.22465684456039406,-0.09550162739955538,0.21200471498344708,0.2845755869595824,-0.06197405011561464,0.19193388369254602,0.23955575996898412,-0.0636951029774407,0.1947914977374077,0.24500650071024124,-0.06548753491232935,0.19773730241313517,0.2507540295938601,-0.06197405011561465,0.19193388369254602,0.23955575996898415,-0.07948799568701556,0.4111147096892642,0.5034054007729096,-0.022766652154705226,0.11774992576277801,0.14418347768289436,-0.0630671002462966,0.19343560943560248,0.24272202124572678,0.9467637188824868,0.054936520464134636,648.0741483707327,32.657827884491276
test,-16.26768955283974,213.93588989898822,97795.80038752852,0.04521561629508838,0.24181898779298105,0.08748342670583223,25.568270717139566,17.06171744470815,159.44809449749226,25426.44351696042,1876.3392054612693,2.2373355556488526,312.7232009102115,0.2957759738481681,0.126191286860375,0.3751682235003384,0.35925661708485424,0.48379348606935707,0.46554537802548,0.7984548363672093,0.8935630200728372,0.9238095238095237,0.8687417887800776,0.2566549188635737,0.24133286507814175,11.958553886589652,23.917107773179303,0.9352263520781561,0.794636437416923,0.794636437416923,0.9526544001831142,0.804604115701298,0.6857859384121555,0.6850386344658028,0.7933645359665573,0.6092082314025958,0.8489620346856424,0.7953074727989494,0.8090694152812078,0.6092082314025958,0.794636437416923,0.7433450811364263,0.2910899907285902,0.4655762355344,1.5159950449010922,0.40538043304587457,0.09074824105449872,0.25568270717139563,0.3207500111331626,0.0014960753633428629,0.2415245729798352,0.30673573024560363,0.045026134496925614,0.23917107773179305,0.2914040418034655,0.04557351784497181,0.24381970876514744,0.29875100952324135,0.04612215804360637,0.24860364051789802,0.3063787321713731,0.045026134496925614,0.23917107773179305,0.2914040418034655,0.1620793523864992,0.4566577502023367,0.5728701017048331,0.053509586571820394,0.15076298774858685,0.1891298419584241,0.04521561629508838,0.24181898779298105,0.2957759738481681,1.0548505759368934,0.08543897474888758,717.125382326552,76.44386061801707
