YQ,natural_flow,VIF_MLR,VIF_LSTM,VIF_LSTM_MLR,VIF_XGB,VIF_BILSTM,VIF_CNN,CER-XGB,CER-LSTM,CER-BILSTM,CER-CNN,CER-MLR,CER-BiLSTM
2003-4,206,192.2423920113565,181.24048666666667,194.7557375952149,189.49424666666667,191.17568,216.2643,189.49424666666667,181.24048666666667,191.17568,216.26430000000002,192.24239201135651,191.17567999999997
2004-1,366,264.6971130164842,260.51667333333336,257.5901792604647,251.13394,266.95586000000003,322.93465,251.13394000000002,260.51667333333336,266.95586000000003,322.93465,264.6971130164842,266.95586000000003
2004-2,820,782.463475677518,767.2546000000001,762.53821,823.5799999999999,789.3031000000001,974.9858866666668,823.5799999999999,767.2546000000001,789.3031000000001,974.9858866666667,782.463475677518,789.3031000000001
2004-3,580,825.0299471330558,821.7803766666666,841.9528266666666,793.6524566666667,842.0718400000001,938.4135333333334,793.6524566666667,821.7803766666666,842.0718400000001,938.4135333333334,825.0299471330558,842.0718400000001
2004-4,187,219.47144023639305,217.26406666666665,214.53966012776425,224.5195833333333,222.84023,219.37227,224.51958333333332,217.26406666666665,222.84023,219.37227,219.47144023639305,222.84023000000002
2005-1,600,395.4097466689289,384.16062,398.8252728193704,398.6739366666666,406.2851,450.3316499999999,398.67393666666663,384.16061999999994,406.2851,450.3316499999999,395.4097466689289,406.2851
2005-2,1375,1465.092527210723,1440.94672,1429.0886,1443.8443,1457.0414866666667,1588.8929666666666,1443.8443,1440.94672,1457.0414866666667,1588.8929666666666,1465.0925272107227,1457.0414866666667
2005-3,975,1253.908108015689,1273.3527333333334,1263.7206,1228.6004666666668,1267.4802,1123.1535,1228.6004666666668,1273.3527333333334,1267.4802,1123.1535000000001,1253.9081080156893,1267.4802
2005-4,298,237.14958513715897,218.48259666666664,234.166722046262,229.49154,235.7448733333333,232.8727,229.49154,218.48259666666664,235.7448733333333,232.8727,237.14958513715897,235.74487333333332
2006-1,353,307.75473287596174,315.06293,330.0959966666667,313.8496,324.0520333333333,494.6775233333333,313.8496,315.06293,324.0520333333333,494.6775233333333,307.75473287596174,324.0520333333333
2006-2,800,722.1291718001376,713.3108333333333,707.1863999999999,761.10486,733.80201,1171.6588666666669,761.10486,713.3108333333333,733.80201,1171.6588666666667,722.1291718001376,733.80201
2006-3,570,657.5093961283729,630.00501,650.1371633333333,707.1073233333333,662.2572233333334,700.4033333333333,707.1073233333333,630.00501,662.2572233333334,700.4033333333333,657.5093961283729,662.2572233333334
2006-4,175,191.0238624682116,184.13121666666663,191.68649164733577,185.31166666666664,198.2518733333333,207.22086,185.31166666666664,184.13121666666666,198.2518733333333,207.22086,191.0238624682116,198.25187333333335
2007-1,475,293.35830497971546,293.95616333333334,284.1405466666667,282.41742,293.91184666666663,342.08107666666666,282.41742,293.95616333333334,293.91184666666663,342.08107666666666,293.35830497971546,293.91184666666663
2007-2,1067,1219.1264011219455,1232.86775,1223.3730466666666,1239.2450666666666,1255.0119,1268.856633333333,1239.2450666666666,1232.8677500000001,1255.0119,1268.8566333333333,1219.1264011219457,1255.0119
2007-3,760,820.9432575959182,823.5698066666668,829.7982666666667,828.3593866666666,827.6123699999999,828.7303333333333,828.3593866666666,823.5698066666668,827.6123699999999,828.7303333333333,820.9432575959182,827.6123699999999
2007-4,235,220.63000242031544,216.54914666666664,215.86724721363663,217.88880666666668,224.51723666666663,241.97699333333333,217.88880666666668,216.54914666666664,224.51723666666663,241.97699333333333,220.63000242031546,224.51723666666666
2008-1,420,330.1402125075717,331.8301666666667,335.3809866666667,336.50807000000003,330.36795,373.44366,336.50807000000003,331.8301666666667,330.36795,373.44365999999997,330.1402125075717,330.36795
2008-2,950,837.4725986318566,835.9497433333332,838.1450466666666,858.3502133333335,849.9222366666667,1107.2024666666666,858.3502133333335,835.9497433333332,849.9222366666667,1107.2024666666666,837.4725986318566,849.9222366666667
2008-3,680,930.7828012715536,926.8789333333334,948.1242666666668,892.2018866666667,950.7356,953.1196666666666,892.2018866666667,926.8789333333334,950.7356,953.1196666666666,930.7828012715536,950.7356
2008-4,212,285.67007539765024,261.61033,286.6531096616925,267.6338,272.71832333333333,231.0243133333333,267.6338,261.61033,272.71832333333333,231.02431333333334,285.67007539765024,272.71832333333333
