date,flow,CER-BiLSTM
1980-02-29,172.01468710089398,176.72185
1980-03-31,237.0071684587814,237.61766
1980-04-30,328.0092592592593,338.87714
1980-05-31,362.0071684587812,363.14127
1980-06-30,618.8271604938271,633.2302
1980-07-31,1350.0597371565111,1356.2158
1980-08-31,949.0740740740739,988.39825
1980-09-30,1390.0462962962963,1421.9142
1980-10-31,1130.152329749104,1138.1855
1980-11-30,494.9845679012346,517.0778
1980-12-31,221.99820788530462,232.88287
1981-01-31,173.01373954599762,176.7056
1981-02-28,173.98313492063488,190.92914
1981-03-31,223.00627240143368,143.24696
1981-04-30,341.0108024691358,339.06635
1981-05-31,583.9307048984468,568.0651
1981-06-30,1060.1851851851852,1063.721
1981-07-31,1640.1583034647551,1614.949
1981-08-31,1059.9611708482676,1039.1603
1981-09-30,3469.907407407407,3442.2175
1981-10-31,1680.10752688172,1679.4407
1981-11-30,714.891975308642,722.47894
1981-12-31,352.0011947431302,335.8699
1982-01-31,251.00806451612905,246.07085
1982-02-28,250.9920634920635,239.36224
1982-03-31,285.9916367980884,278.7292
1982-04-30,395.83333333333326,389.9652
1982-05-31,850.1344086021505,891.4764
1982-06-30,1514.6604938271605,1540.9291
1982-07-31,1749.9253285543605,1764.325
1982-08-31,1059.9611708482676,1090.7683
1982-09-30,1650.0771604938273,1695.2072
1982-10-31,1649.8655913978494,1673.1954
1982-11-30,697.145061728395,701.7975
1982-12-31,326.0155316606929,304.916
1983-01-31,233.98297491039423,217.96954
1983-02-28,215.98048941798942,209.08005
1983-03-31,251.00806451612905,257.547
1983-04-30,476.08024691358025,462.29562
1983-05-31,872.1624850657109,886.4243
1983-06-30,1209.8765432098764,1218.6865
1983-07-31,2529.8685782556754,2586.9229
1983-08-31,1789.8745519713257,1739.8942
1983-09-30,1099.9228395061727,1171.339
1983-10-31,1960.1254480286736,1927.2667
1983-11-30,912.8086419753088,884.476
1983-12-31,579.8237753882916,349.13965
1984-01-31,275.98566308243727,228.33981
1984-02-29,283.0060664112388,251.33092
1984-03-31,326.9862604540023,293.63144
1984-04-30,444.0586419753087,413.5001
1984-05-31,520.0866188769414,504.4661
1984-06-30,1060.1851851851852,1111.6965
1984-07-31,2460.050776583035,2427.0142
1984-08-31,1479.9880525686976,1435.4192
1984-09-30,834.8765432098766,877.8887
1984-10-31,893.0704898446834,907.0902
1984-11-30,520.0617283950618,548.5786
1984-12-31,280.0179211469534,283.21277
1985-01-31,207.997311827957,197.88904
1985-02-28,177.99272486772486,180.17067
1985-03-31,233.98297491039423,236.82716
1985-04-30,356.98302469135797,359.3187
1985-05-31,452.13560334528086,465.94254
1985-06-30,665.1234567901233,658.653
1985-07-31,1249.9999999999998,1232.7559
1985-08-31,980.0627240143368,1067.2499
1985-09-30,2449.845679012345,2348.8926
1985-10-31,1170.1015531660694,1245.9102
1985-11-30,508.87345679012344,499.00354
1985-12-31,270.98267622461174,260.76495
1986-01-31,205.01045400238948,187.12434
1986-02-28,192.00562169312167,190.67793
1986-03-31,238.98596176821985,249.64262
1986-04-30,356.98302469135797,379.4835
1986-05-31,829.9731182795699,873.3486
1986-06-30,1109.9537037037037,1118.5297
1986-07-31,1680.10752688172,1699.765
1986-08-31,719.8327359617682,755.2505
1986-09-30,1060.1851851851852,1092.8193
1986-10-31,369.9970131421744,660.4113
1986-11-30,311.50327932098764,363.49448
1986-12-31,184.44941009557945,228.32643
1987-01-31,122.40882616487457,162.2564
1987-02-28,344.9900793650793,181.78323
1987-03-31,627.9868578255675,225.4613
1987-04-30,373.9969135802469,297.3047
1987-05-31,433.09438470728793,569.54095
1987-06-30,587.5771604938271,1168.1887
1987-07-31,816.1589008363202,1674.9623
1987-08-31,619.0262843488649,1060.3867
1987-09-30,318.016975308642,667.93164
1987-10-31,244.99701314217444,584.1845
1987-11-30,233.9891975308642,357.508
1987-12-31,417.04002389486254,190.794
1988-01-31,332.997311827957,154.57881
1988-02-29,429.83716475095787,175.47314
1988-03-31,502.9121863799283,252.65308
1988-04-30,348.9969135802469,360.71414
1988-05-31,443.17502986857824,433.51215
1988-06-30,834.104938271605,806.7973
1988-07-31,701.9115890083632,843.0308
1988-08-31,1780.167264038232,580.6846
1988-09-30,616.8981481481482,800.8462
1988-10-31,620.1463560334528,1272.9895
1988-11-30,567.1296296296297,690.32336
1988-12-31,536.1409796893668,295.63248
1989-01-31,666.0692951015532,188.95068
1989-02-28,467.09656084656086,191.19492
1989-03-31,477.1505376344086,278.1884
1989-04-30,451.00308641975306,377.17572
1989-05-31,672.0430107526881,858.1046
1989-06-30,711.033950617284,2542.014
1989-07-31,918.832138590203,2083.7488
1989-08-31,710.8721624850657,1780.0847
1989-09-30,1706.4043209876545,1792.6597
1989-10-31,760.1553166069295,1212.0372
1989-11-30,528.9351851851852,670.3301
1989-12-31,452.88231780167257,339.2464
1990-01-31,635.0806451612904,259.66092
1990-02-28,660.135582010582,261.2755
1990-03-31,679.8835125448029,301.10385
1990-04-30,662.8086419753087,370.36685
1990-05-31,1040.1732377538829,700.5266
1990-06-30,900.8487654320987,762.454
1990-07-31,710.1254480286739,816.44275
1990-08-31,618.279569892473,853.5826
1990-09-30,638.8888888888888,997.1037
1990-10-31,586.1708482676224,751.93164
1990-11-30,520.0617283950618,450.1383
1990-12-31,617.1594982078853,248.11787
1991-01-31,604.0919952210274,166.34738
1991-02-28,574.156746031746,167.92656
1991-03-31,614.1726403823178,225.42868
1991-04-30,518.1327160493827,273.1854
1991-05-31,582.0639187574671,464.98627
1991-06-30,724.1512345679013,581.41986
1991-07-31,823.9994026284348,849.40375
1991-08-31,869.9223416965351,1149.7185
1991-09-30,579.0895061728395,766.43066
1991-10-31,552.942054958184,666.8896
1991-11-30,731.0956790123457,455.7263
1991-12-31,341.9952210274791,241.82504
1992-01-31,678.0167264038232,166.58878
1992-02-29,399.90421455938696,167.69292
1992-03-31,359.99103942652323,214.42296
1992-04-30,400.0771604938272,378.5644
1992-05-31,548.8351254480286,468.70477
1992-06-30,710.6481481481483,830.80664
1992-07-31,616.0394265232975,1774.0333
1992-08-31,582.0639187574671,1112.604
1992-09-30,368.98148148148147,1091.5095
1992-10-31,241.0020908004779,1073.2072
1992-11-30,542.824074074074,470.52686
1992-12-31,691.8309438470728,223.19269
1993-01-31,551.0752688172043,180.14664
1993-02-28,644.0145502645503,196.94313
1993-03-31,508.1391875746714,262.46524
1993-04-30,506.9444444444444,481.79068
1993-05-31,598.1182795698925,704.368
1993-06-30,734.9537037037037,1015.54346
1993-07-31,686.9772998805256,1416.5493
1993-08-31,745.9677419354839,1650.5857
1993-09-30,804.0123456790124,1136.7948
1993-10-31,611.9324970131422,803.2412
1993-11-30,592.9783950617284,505.88336
1993-12-31,595.1314217443249,242.69118
1994-01-31,651.1350059737157,183.03773
1994-02-28,689.0707671957673,194.91096
1994-03-31,729.9133811230586,217.7099
1994-04-30,643.9043209876544,474.97437
1994-05-31,894.9372759856631,666.7877
1994-06-30,724.9228395061729,1127.0693
1994-07-31,583.9307048984468,1051.3389
1994-08-31,734.0203106332139,661.52997
1994-09-30,663.966049382716,738.4994
1994-10-31,632.0937873357228,622.0294
1994-11-30,599.9228395061729,402.3478
1994-12-31,703.0316606929509,205.69756
1995-01-31,704.8984468339307,156.2912
1995-02-28,689.8974867724869,146.55563
1995-03-31,636.9474313022699,200.47916
1995-04-30,430.1697530864197,396.68066
1995-05-31,589.15770609319,750.6308
1995-06-30,750.0000000000001,560.09143
1995-07-31,716.0991636798088,568.5737
1995-08-31,533.9008363201912,995.3024
1995-09-30,609.9537037037037,1067.7836
1995-10-31,655.9886499402628,725.6432
1995-11-30,621.9135802469136,470.62854
1995-12-31,344.0113500597371,250.56126
1996-01-31,464.82974910394273,166.25687
1996-02-29,502.0753512132823,173.82535
1996-03-31,455.86917562724017,235.54544
1996-04-30,330.0154320987654,336.51575
1996-05-31,529.0471923536439,593.0423
1996-06-30,520.8333333333334,775.09283
1996-07-31,666.0692951015532,694.07043
1996-08-31,661.9623655913979,765.6873
1996-09-30,582.175925925926,685.6823
1996-10-31,378.9575866188769,667.0698
1996-11-30,461.033950617284,414.98984
1996-12-31,486.857825567503,213.34073
1997-01-31,406.95937873357224,151.1088
1997-02-28,391.9890873015873,148.49596
1997-03-31,275.01493428912784,220.42953
1997-04-30,339.0046296296297,308.4683
1997-05-31,455.1224611708482,821.1482
1997-06-30,667.0524691358024,758.4293
1997-07-31,527.9271206690562,836.6822
1997-08-31,293.98148148148147,693.8391
1997-09-30,474.9228395061728,545.4685
1997-10-31,620.1463560334528,528.433
1997-11-30,532.0216049382716,386.1012
1997-12-31,424.1338112305854,212.1735
1998-01-31,387.91816009557937,163.5597
1998-02-28,342.01388888888886,171.21724
1998-03-31,331.989247311828,217.2486
1998-04-30,291.0108024691358,410.47742
1998-05-31,363.01523297491036,580.8615
1998-06-30,582.9475308641976,588.61334
1998-07-31,390.90501792114696,1056.8951
1998-08-31,417.04002389486254,1231.2042
1998-09-30,481.8672839506172,1249.0491
1998-10-31,529.0471923536439,915.64905
1998-11-30,498.070987654321,525.57855
1998-12-31,501.0454002389486,257.61154
1999-01-31,492.41935483870975,180.6328
1999-02-28,536.9642857142857,210.93607
1999-03-31,557.9032258064516,254.35645
1999-04-30,556.7333333333333,310.9862
1999-05-31,532.0967741935484,373.3878
1999-06-30,629.7666666666667,1578.6812
1999-07-31,574.7096774193549,2327.3982
1999-08-31,535.1612903225806,1414.335
1999-09-30,616.1666666666666,899.3969
1999-10-31,563.5483870967741,1135.9829
1999-11-30,571.0333333333333,623.6828
1999-12-31,579.6129032258065,266.74127
2000-01-31,620.5483870967743,190.02048
2000-02-29,571.5862068965517,188.52916
2000-03-31,515.0,222.34319
2000-04-30,650.8,386.88052
2000-05-31,622.2903225806451,460.13174
2000-06-30,532.7333333333333,1021.54846
2000-07-31,587.0645161290323,853.0717
2000-08-31,576.0967741935484,788.8012
2000-09-30,443.5,862.9655
2000-10-31,552.4193548387096,739.12256
2000-11-30,586.0666666666667,417.21228
2000-12-31,490.0322580645161,211.16284
2001-01-31,401.4516129032258,156.9752
2001-02-28,454.3928571428572,166.2491
2001-03-31,414.35483870967744,188.58627
2001-04-30,404.8333333333333,311.82858
2001-05-31,537.4516129032259,484.5558
2001-06-30,543.7666666666667,842.3295
2001-07-31,549.1290322580645,659.5879
2001-08-31,578.483870967742,568.4305
2001-09-30,449.2333333333333,795.4257
2001-10-31,385.61290322580646,860.37115
2001-11-30,620.5333333333333,442.64737
2001-12-31,583.0,220.65233
2002-01-31,357.96774193548384,146.48521
2002-02-28,323.07142857142856,164.50467
2002-03-31,424.5161290322581,198.39244
2002-04-30,465.50000000000006,262.2432
2002-05-31,489.741935483871,324.75806
2002-06-30,366.33333333333326,829.55945
2002-07-31,468.5806451612903,838.4918
2002-08-31,521.3548387096774,509.00995
2002-09-30,496.1666666666667,416.04
2002-10-31,720.0967741935483,388.9975
2002-11-30,608.1333333333333,245.14032
2002-12-31,461.6774193548387,158.9656
2003-01-31,318.4258064516129,119.4392
2003-02-28,184.1107142857143,134.90207
2003-03-31,214.9032258064516,185.9588
2003-04-30,362.6333333333334,250.6316
2003-05-31,358.0322580645161,390.68573
2003-06-30,392.79999999999995,545.1117
2003-07-31,433.5161290322581,827.34467
2003-08-31,288.51612903225805,1211.1703
2003-09-30,360.9333333333332,1516.8124
2003-10-31,371.8387096774192,1022.0419
2003-11-30,456.7333333333333,496.73132
