date,flow_{t+1},R-CNN
1988-11-30,542.0524691358024,693.1898
1988-12-31,477.15053763440864,272.74603
1989-01-31,653.0017921146953,207.04945
1989-02-28,457.1759259259259,196.5635
1989-03-31,443.9217443249702,252.35757
1989-04-30,420.9104938271605,317.5366
1989-05-31,676.1499402628435,878.59784
1989-06-30,770.8333333333334,2330.085
1989-07-31,997.9838710000001,2305.3237
1989-08-31,1810.0358422939069,1836.0872
1989-09-30,1841.4351851851848,1863.987
1989-10-31,831.0931899641577,1204.2402
1989-11-30,520.4475308641976,602.3649
1989-12-31,433.09438470728793,312.0745
1990-01-31,617.1594982078853,266.83887
1990-02-28,622.5198412698413,263.62766
1990-03-31,676.8966547192354,286.43317
1990-04-30,680.1697530864197,375.16373
1990-05-31,1070.041816009558,708.27386
1990-06-30,986.8827160493828,757.14264
1990-07-31,756.0483870967741,803.4815
1990-08-31,735.8870967741935,822.47253
1990-09-30,652.0061728395061,982.39905
1990-10-31,611.1857825567503,731.1398
1990-11-30,488.81172839506166,393.12866
1990-12-31,589.9044205495818,245.13991
1991-01-31,588.0376344086021,210.23087
1991-02-28,558.0357142857143,218.08984
1991-03-31,608.9456391875746,235.373
1991-04-30,496.9135802469136,287.68918
1991-05-31,574.9701314217443,457.5541
1991-06-30,716.0493827160493,609.81616
1991-07-31,854.9880525686978,894.9774
1991-08-31,903.1511350059735,1198.5425
1991-09-30,601.0802469135803,816.2107
1991-10-31,535.020908,683.0095
1991-11-30,738.8117283950617,398.09348
1991-12-31,343.00328554360806,256.09793
1992-01-31,676.1499402628435,194.74583
1992-02-29,409.881864623244,193.92401
1992-03-31,363.98596176821997,218.92761
1992-04-30,388.8888888888889,327.4979
1992-05-31,554.0621266427718,466.32672
1992-06-30,689.0432098765432,858.0097
1992-07-31,658.9755077658302,1768.0425
1992-08-31,629.1069295101554,1154.5532
1992-09-30,393.13271604938274,1108.832
1992-10-31,229.01732377538826,1084.6064
1992-11-30,498.84259259259267,428.99524
1992-12-31,630.9737157,261.72385
1993-01-31,538.0077658303464,204.71663
1993-02-28,646.9080687830688,202.84442
1993-03-31,507.1311230585424,241.23418
1993-04-30,491.89814814814815,460.06097
1993-05-31,611.1857825567503,740.89105
1993-06-30,778.1635802469136,1069.9708
1993-07-31,710.1254480286739,1466.179
1993-08-31,769.8626045400239,1676.4874
1993-09-30,839.1203703703703,1190.0609
1993-10-31,607.0788530465951,810.62177
1993-11-30,591.0493827160494,408.6691
1993-12-31,573.8500597371565,247.02211
1994-01-31,648.8948626,214.47911
1994-02-28,663.0291005291006,218.59634
1994-03-31,729.9133811230586,244.4764
1994-04-30,628.0864197530864,494.3323
1994-05-31,906.1379928315412,674.95056
1994-06-30,785.1080246913581,1229.1976
1994-07-31,623.8799283154121,1077.3986
1994-08-31,788.9038231780168,722.49567
1994-09-30,704.8611111111111,741.68506
1994-10-31,679.1367980884111,607.2032
1994-11-30,618.8271604938271,348.08063
1994-12-31,716.0991636798088,213.54701
1995-01-31,729.1666666666666,185.1649
1995-02-28,644.8412698412699,191.6619
1995-03-31,682.8703703703703,232.68753
1995-04-30,444.0586419753087,369.35538
1995-05-31,586.1708482676224,713.1597
1995-06-30,783.1790123,641.2039
1995-07-31,800.8512544802867,594.0002
1995-08-31,655.9886499402628,1053.2122
1995-09-30,594.1358024691358,1057.1881
1995-10-31,650.0149342891278,747.3118
1995-11-30,569.0586419753087,391.5974
1995-12-31,320.0044802867383,238.36177
1996-01-31,449.89545997610514,185.69177
1996-02-29,484.1155810983397,197.79483
1996-03-31,461.84289127837513,232.09534
1996-04-30,354.0123456790124,315.5745
1996-05-31,539.8745519713261,590.5772
1996-06-30,560.1851851851852,882.1389
1996-07-31,722.8195937873357,765.6644
1996-08-31,713.8590203106332,743.0706
1996-09-30,603.0092592592592,705.6258
1996-10-31,390.15830350000005,609.57056
1996-11-30,451.003086419753,363.22235
1996-12-31,452.8823178016726,221.22794
1997-01-31,123.99193548387096,182.96106
1997-02-28,375.0,186.91997
1997-03-31,270.98267622461174,227.6808
1997-04-30,352.0061728395062,301.7099
1997-05-31,471.92353643966555,804.2992
1997-06-30,655.8641975308642,789.3312
1997-07-31,521.9534050179211,875.0012
1997-08-31,355.9961170848268,717.9268
1997-09-30,452.16049382716045,522.1607
1997-10-31,570.8632019,513.6555
1997-11-30,576.0030864197531,322.78583
1997-12-31,423.0137395459976,218.26474
1998-01-31,393.14516129032256,181.82721
1998-02-28,343.99801587301585,188.20404
1998-03-31,345.99014336917566,224.12074
1998-04-30,342.0138888888889,375.88632
1998-05-31,399.1188769414576,608.53766
1998-06-30,604.9382716049382,574.5241
1998-07-31,440.9348864994026,1090.427
1998-08-31,445.0418160095579,1246.9382
1998-09-30,513.8888888888889,1236.9895
1998-10-31,524.9402628434887,928.5135
1998-11-30,503.0864197530864,430.07852
1998-12-31,514.8596176821983,252.89598
1999-01-31,537.0322580645161,202.84746
1999-02-28,563.1428571428571,216.46387
1999-03-31,607.9354838709677,242.824
1999-04-30,610.5333333333333,306.10034
1999-05-31,564.9677419354839,416.73032
1999-06-30,664.5,1537.483
1999-07-31,647.8387096774194,2280.3008
1999-08-31,502.7419355,1466.7128
1999-09-30,640.1,971.8359
1999-10-31,594.8387096774194,1116.7273
1999-11-30,609.4666666666667,547.9864
1999-12-31,613.9677419354839,291.5965
2000-01-31,681.9354838709677,227.44385
2000-02-29,630.1379310344828,202.84833
2000-03-31,562.2580645,213.45879
2000-04-30,704.5999999999999,328.53067
2000-05-31,625.1612903225806,541.1467
2000-06-30,555.8933333333333,916.0402
2000-07-31,647.7096774193549,839.07086
2000-08-31,641.5806451612904,815.36536
2000-09-30,510.1666666666667,881.8363
2000-10-31,618.0322580645161,706.3385
2000-11-30,649.3666666666667,391.49188
2000-12-31,559.7419355,231.15381
2001-01-31,480.80645161290323,189.86925
2001-02-28,518.4285714285714,197.90591
2001-03-31,500.0322580645161,225.60454
2001-04-30,468.3333333333333,326.25977
2001-05-31,587.1612903225806,483.05243
2001-06-30,598.9666666666667,856.6436
2001-07-31,617.516129,638.8224
2001-08-31,562.2258064516129,565.28705
2001-09-30,501.7,791.81946
2001-10-31,420.9354838709677,848.6855
2001-11-30,628.9333333333333,375.6219
2001-12-31,661.7096774193549,228.91035
2002-01-31,385.90322580645164,183.31664
2002-02-28,378.3928571428572,186.6729
2002-03-31,476.8419354838708,213.71458
2002-04-30,536.8333333333334,307.57327
2002-05-31,552.483871,363.09268
2002-06-30,454.76666666666665,838.77386
2002-07-31,512.4516129032259,873.46655
2002-08-31,549.0645161290323,546.925
2002-09-30,530.4,474.2194
2002-10-31,760.4193548387096,429.02966
2002-11-30,666.9666666666667,291.9502
2002-12-31,506.0645161290322,220.07968
2003-01-31,373.64516129032256,178.36159
2003-02-28,214.75,188.57382
2003-03-31,253.06451612903223,237.60638
2003-04-30,387.8666666666667,311.92496
2003-05-31,394.9870967741937,402.91373
2003-06-30,426.1,539.0245
2003-07-31,510.6774193548388,841.193
2003-08-31,342.48387096774195,1208.6672
2003-09-30,409.00000000000006,1484.8647
2003-10-31,403.2580645,1034.3601
2003-11-30,487.30000000000007,426.96674
2003-12-31,398.41935483870975,278.53452
2004-01-31,429.12903225806457,207.08
2004-02-29,504.8275862068965,192.5681
2004-03-31,528.7419355,220.93745
2004-04-30,468.4333333333333,290.21774
2004-05-31,516.2258064516129,356.03278
2004-06-30,587.6333333333333,724.47845
2004-07-31,542.8709677419355,768.1928
2004-08-31,333.80612903225807,913.6653
2004-09-30,441.7333333333334,1141.3693
2004-10-31,537.7096774193549,883.8478
2004-11-30,484.4,459.10098
2004-12-31,504.5806451612903,272.69073
2005-01-31,513.1612903225806,208.34087
2005-02-28,406.8571428571429,200.71552
2005-03-31,457.93548387096774,222.97333
2005-04-30,523.1,307.4917
2005-05-31,556.3548387096774,693.4927
2005-06-30,532.2333333333333,868.18567
2005-07-31,588.9032258064516,1950.1338
2005-08-31,584.7419355,1603.0901
2005-09-30,591.5333333333333,1392.8684
2005-10-31,775.0322580645161,1776.1056
2005-11-30,558.3333333333334,723.77734
2005-12-31,502.3225806451612,334.93564
