index,CER-XGB,CER-LSTM,CER-BiLSTM,CER-CNN,CER-MLR,E_XGB,E_LSTM,E_BiLSTM,E_CNN,E_MLR,R_XGB,R_LSTM,R_BiLSTM,R_CNN,R_MLR
NSE_REL,0.9998074818510913,0.9963080939722152,0.9964958712445302,0.9913618391222704,0.9943252092504696,0.9996282767257804,0.8969923215134424,0.8958481910507695,0.8970575865343109,0.768029562668485,0.9992899466317272,0.9945375390038452,0.9944666285761452,0.9888742531075632,0.9931795684709268
KGE_2009,0.9880079038055786,0.9806757739587374,0.9931809555358658,0.97723989068576,0.9982727695388875,0.9876078084293684,0.7556248027881285,0.8280184320521932,0.9391896089113482,0.8338652117865912,0.9830253544605344,0.9915581997730292,0.957116810333433,0.9645766233165626,0.9978249388549404
KGE_2012,0.9885454682770946,0.9879809862648684,0.9935094581053008,0.964425283982507,0.9982727695388872,0.9877518059783106,0.8049612630994265,0.8696597938679628,0.9107169973231916,0.8338652117865913,0.983759917967586,0.9899568891418596,0.9691079084418394,0.948273725152062,0.9978249388549404
LM_INDEX,0.989520780257143,0.9543865693035608,0.964313905044102,0.9384467683873532,0.957132831079331,0.9867626994633508,0.6528631750386716,0.6676507866882765,0.8788794908731553,0.5957458560483688,0.9788788108833067,0.960320764426413,0.9399886136808796,0.9329294436362516,0.9508934786695888
D1_P,0.9947550619751764,0.9770063003751732,0.982070499166868,0.9690925417525056,0.9784494263718132,0.9933753259821926,0.8109993369626312,0.8263377229429013,0.9373138494450688,0.7865545822642359,0.9894174962871972,0.980137017475597,0.9697140863463674,0.966636826674001,0.9752504449153626
VE,0.993444130855997,0.9714477752667846,0.9776618994126394,0.9614700829289486,0.9730814373914194,0.9917186572791102,0.7827059160396711,0.7919623829319978,0.9241832954989482,0.7461474420230887,0.9867864444669971,0.9751623494650296,0.9624352178169072,0.9580164532892932,0.9691634180141784
SA,0.0329380786980208,0.0309183481792601,0.0246833928319233,0.0382827635426633,0.0305577621464831,0.0355078700717665,0.2688720057725599,0.2461882490814895,0.072064587296764,0.295064769226741,0.0570896849979223,0.0272836932178992,0.0303019880043778,0.0371966188502953,0.0342898235882914
SC,0.0527668841119244,0.0501422800725917,0.0398841191182401,0.0585290682115274,0.0494284343904998,0.0569117603907699,0.4437359961282394,0.4074926633693433,0.099201087412953,0.4895916509750411,0.092081337696933,0.0442067047746115,0.0492479883278387,0.052305366267042,0.0554688180485845
SID,0.0466055710028506,0.1616594311447926,0.1239029209732899,0.2584958002848647,0.2024001241020994,0.0619692781138087,8.238692451894842,7.307428394568616,1.6053753208160388,,0.1480839390244719,0.1778279534542278,0.1718266988250603,0.2970527904727927,0.2447521632708935
SGA,0.0934618773851789,0.0880457784030564,0.0619382152543989,0.0804471036554042,0.0818517793214927,0.0992268102667083,0.5829716432502509,0.4841916140196801,0.1612254452568641,0.658930184053929,0.1628052604478738,0.0676847012626862,0.0768603705827618,0.0772878770582562,0.087532556245858
H1_MHE,0.0009243666835778,-0.0035469445117828,0.0052198348911567,0.03881732293361,0.0054225887774076,0.0016517550765578,0.0168993168989187,-0.0151894217426654,0.1295470857158919,0.0494574863697016,0.0018808113653236,0.0109679564562197,-0.0254129774031675,-0.052591941508393,0.0101233755136158
H1_MAHE,0.0039245688008841,0.0349137611572119,0.0302184613653382,0.0531699246629923,0.0342003222529665,0.0055953835323653,0.1951571466490517,0.2034684259520014,0.1600566262780799,0.2880555430875156,0.0098676194333733,0.0327776551287986,0.0423498861929648,0.0606230710817322,0.0408865262924998
H1_RMSHE,0.0108942819187882,0.0473819864755709,0.0461612938486269,0.0724767297959701,0.0592750806312224,0.0151381445519608,0.2502780399192902,0.2516641500525587,0.2501987400559115,0.3789776059705988,0.0209222442090794,0.0576344455894129,0.0580073274473447,0.0822531489249674,0.0649835082854125
H2_MHE,0.000796588458485,-0.0059238597727038,0.0027293141580117,0.0341641843526774,-0.0002011047178788,0.0014219649715951,-0.0439113782997281,-0.0800812741310758,0.088048019732113,-0.1057238971348113,0.0013946473529253,0.005683965764707,-0.0293731826610014,-0.0606401864455276,0.0039335609386549
H2_MAHE,0.003967355224063,0.0355085287052023,0.0310050390552279,0.0491261851150547,0.0378429190991289,0.0055640494220519,0.2020054089080912,0.2190975811829454,0.1213657010516076,0.4566634774838399,0.0099934923203671,0.0359684695313557,0.0451453632856537,0.0683365606556748,0.0439152184925152
H2_RMSHE,0.0117715103198059,0.0507365561765052,0.0553122859925324,0.0643697376019293,0.1004750146962453,0.0152784068159686,0.2638347771895533,0.2770972997497298,0.1687072933908714,1.4618142210813765,0.0234764049351718,0.0966251675275759,0.0699945317875819,0.0983297736180591,0.1016475679513491
H3_MHE,0.0008629488737929,-0.0046953887269119,0.0040854875160978,0.0363530296360198,0.0033289152866123,0.001537384879287,-0.012689369847,-0.0460566235882751,0.1047879426392448,-0.0481647394624102,0.0016516592544768,0.0089888976159646,-0.0272112031797222,-0.056258887789674,0.0076994498941685
H3_MAHE,0.003942724787019,0.0351376332217333,0.030471360326122,0.0510015743621999,0.0352697646549877,0.0055738277752549,0.1927845549536712,0.2053200967713035,0.1366231714037585,0.3197147444136633,0.0099120679941547,0.0336782323769431,0.0435364110910829,0.0641178877980294,0.041666430181743
H3_RMSHE,0.0112852085249624,0.0485895906801765,0.0494000105681206,0.0680499938986557,0.0714707328947468,0.0151340812346504,0.2414685564844071,0.2498917132434334,0.1990604551077996,0.7194152671081017,0.0219564878617616,0.0694418866139891,0.0622834907438606,0.0892498117038587,0.0755621217322958
H4_MHE,0.0008617149781383,-0.0047152562476404,0.0040306617040502,0.0364217731026798,0.002982013616443,0.0015371235019902,-0.0130911296972507,-0.0468337190055912,0.1067618901737815,,0.0016447247236733,0.0086678631493596,-0.0273009411005627,-0.0564367700618552,0.0073748301455233
H4_MAHE,0.0039443415752861,0.0351742413032267,0.0305409152472655,0.0510746944416643,0.0356334996644935,0.0055767689432596,0.1956452723995082,0.2082665596013019,0.1386362669231967,,0.0099212809254776,0.0340152080359545,0.0436408017928864,0.0642981453877732,0.0420227625000272
H4_RMSHE,0.0113039030910889,0.0487536179264785,0.0499051173041905,0.0682139177949234,0.0749912894627537,0.0151588292741456,0.2465982465441449,0.254738792468698,0.2037131954090821,,0.0220491272479966,0.0726910633538453,0.0629301617496242,0.0897120111085165,0.0786753746413761
H5_MHE,0.0008604775710314,-0.0047354022450165,0.0039745745244971,0.0364907535764148,0.0026107420297644,0.0015368600240765,-0.0135060305712531,-0.047635347794415,0.1087975525128065,-0.0281332053825549,0.0016377293591245,0.0083259611708353,-0.0273930799503394,-0.0566160639486404,0.0070284682261353
